,home_score,away_score,year,week,home_spread,home_games_played,home_first_downs,home_rush_attempts,home_rushing_yards,home_rushing_touchdowns,home_pass_completions,home_pass_attempts,home_passing_yards,home_passing_touchdowns,home_interceptions_thrown,home_times_sacked,home_sacked_yards,home_net_passing_yards,home_total_yards,home_fumbles,home_fumbles_lost,home_turnovers,home_penalties,home_penalty_yards,home_third_down_conversions,home_third_downs,home_fourth_down_conversions,home_fourth_downs,home_time_of_possession,home_yards_allowed,home_interceptions,home_fumbles_forced,home_fumbles_recovered,home_turnovers_forced,home_sacks,home_sack_yards_forced,away_games_played,away_first_downs,away_rush_attempts,away_rushing_yards,away_rushing_touchdowns,away_pass_completions,away_pass_attempts,away_passing_yards,away_passing_touchdowns,away_interceptions_thrown,away_times_sacked,away_sacked_yards,away_net_passing_yards,away_total_yards,away_fumbles,away_fumbles_lost,away_turnovers,away_penalties,away_penalty_yards,away_third_down_conversions,away_third_downs,away_fourth_down_conversions,away_fourth_downs,away_time_of_possession,away_yards_allowed,away_interceptions,away_fumbles_forced,away_fumbles_recovered,away_turnovers_forced,away_sacks,away_sack_yards_forced,game_point_diff,home_victory,home_draw,home_wins,home_losses,home_ties,away_wins,away_losses,away_ties,home_win_pct,away_win_pct,home_elo,away_elo,home_total_points_for,home_total_points_against,home_total_first_downs,home_total_rush_attempts,home_total_rushing_yards,home_total_rushing_touchdowns,home_total_pass_completions,home_total_pass_attempts,home_total_passing_yards,home_total_passing_touchdowns,home_total_interceptions_thrown,home_total_times_sacked,home_total_sacked_yards,home_total_net_passing_yards,home_total_total_yards,home_total_fumbles,home_total_fumbles_lost,home_total_turnovers,home_total_penalties,home_total_penalty_yards,home_total_third_down_conversions,home_total_third_downs,home_total_fourth_down_conversions,home_total_fourth_downs,home_total_time_of_possession,home_total_yards_allowed,home_total_interceptions,home_total_fumbles_forced,home_total_fumbles_recovered,home_total_turnovers_forced,home_total_sacks,home_total_sack_yards_forced,away_total_points_for,away_total_points_against,away_total_first_downs,away_total_rush_attempts,away_total_rushing_yards,away_total_rushing_touchdowns,away_total_pass_completions,away_total_pass_attempts,away_total_passing_yards,away_total_passing_touchdowns,away_total_interceptions_thrown,away_total_times_sacked,away_total_sacked_yards,away_total_net_passing_yards,away_total_total_yards,away_total_fumbles,away_total_fumbles_lost,away_total_turnovers,away_total_penalties,away_total_penalty_yards,away_total_third_down_conversions,away_total_third_downs,away_total_fourth_down_conversions,away_total_fourth_downs,away_total_time_of_possession,away_total_yards_allowed,away_total_interceptions,away_total_fumbles_forced,away_total_fumbles_recovered,away_total_turnovers_forced,away_total_sacks,away_total_sack_yards_forced,home_average_points_for,home_average_points_against,home_average_first_downs,home_average_rush_attempts,home_average_rushing_yards,home_average_rushing_touchdowns,home_average_pass_completions,home_average_pass_attempts,home_average_passing_yards,home_average_passing_touchdowns,home_average_interceptions_thrown,home_average_times_sacked,home_average_sacked_yards,home_average_net_passing_yards,home_average_total_yards,home_average_fumbles,home_average_fumbles_lost,home_average_turnovers,home_average_penalties,home_average_penalty_yards,home_average_third_down_pct,home_average_fourth_down_pct,home_average_time_of_possession,home_average_yards_allowed,home_average_interceptions,home_average_fumbles_forced,home_average_fumbles_recovered,home_average_turnovers_forced,home_average_sacks,home_average_sack_yards_forced,away_average_points_for,away_average_points_against,away_average_first_downs,away_average_rush_attempts,away_average_rushing_yards,away_average_rushing_touchdowns,away_average_pass_completions,away_average_pass_attempts,away_average_passing_yards,away_average_passing_touchdowns,away_average_interceptions_thrown,away_average_times_sacked,away_average_sacked_yards,away_average_net_passing_yards,away_average_total_yards,away_average_fumbles,away_average_fumbles_lost,away_average_turnovers,away_average_penalties,away_average_penalty_yards,away_average_third_down_pct,away_average_fourth_down_pct,away_average_time_of_possession,away_average_yards_allowed,away_average_interceptions,away_average_fumbles_forced,away_average_fumbles_recovered,away_average_turnovers_forced,away_average_sacks,away_average_sack_yards_forced,home_average_yards_per_rush_attempt,home_average_rushing_touchdowns_per_attempt,home_average_yards_per_pass_attempt,home_average_passing_touchdowns_per_attempt,home_average_yards_per_pass_completion,home_average_rushing_play_pct,home_average_passing_play_pct,home_average_rushing_yards_pct,home_average_passing_yards_pct,home_average_completion_pct,home_average_sacked_pct,home_average_passer_rating,home_average_touchdowns,home_average_yards_per_point,home_average_scoring_margin,home_average_turnover_margin,away_average_yards_per_rush_attempt,away_average_rushing_touchdowns_per_attempt,away_average_yards_per_pass_attempt,away_average_passing_touchdowns_per_attempt,away_average_yards_per_pass_completion,away_average_rushing_play_pct,away_average_passing_play_pct,away_average_rushing_yards_pct,away_average_passing_yards_pct,away_average_completion_pct,away_average_sacked_pct,away_average_passer_rating,away_average_touchdowns,away_average_yards_per_point,away_average_scoring_margin,away_average_turnover_margin,win_pct_diff,elo_diff,average_points_for_diff,average_points_against_diff,average_first_downs_diff,average_rush_attempts_diff,average_rushing_yards_diff,average_rushing_touchdowns_diff,average_pass_completions_diff,average_pass_attempts_diff,average_passing_yards_diff,average_passing_touchdowns_diff,average_interceptions_thrown_diff,average_times_sacked_diff,average_sacked_yards_diff,average_net_passing_yards_diff,average_total_yards_diff,average_fumbles_diff,average_fumbles_lost_diff,average_turnovers_diff,average_penalties_diff,average_penalty_yards_diff,average_third_down_pct_diff,average_fourth_down_pct_diff,average_time_of_possession_diff,average_yards_allowed_diff,average_interceptions_diff,average_fumbles_forced_diff,average_fumbles_recovered_diff,average_turnovers_forced_diff,average_sacks_diff,average_sack_yards_forced_diff,average_yards_per_rush_attempt_diff,average_rushing_touchdowns_per_attempt_diff,average_yards_per_pass_attempt_diff,average_passing_touchdowns_per_attempt_diff,average_yards_per_pass_completion_diff,average_rushing_play_pct_diff,average_passing_play_pct_diff,average_rushing_yards_pct_diff,average_passing_yards_pct_diff,average_completion_pct_diff,average_sacked_pct_diff,average_passer_rating_diff,average_touchdowns_diff,average_yards_per_point_diff,average_scoring_margin_diff,average_turnover_margin_diff
count,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0,5807.0
mean,23.074565179955226,20.407611503358016,2006.709144136387,10.110384019287068,-2.4550542448768726,8.403306354399863,19.563285689684864,28.172722576201135,117.55054244876872,0.9027036335457207,20.293438952987774,33.43791975202342,235.26812467711383,1.4685724126054762,0.9409333562941278,2.227484070948855,14.286895126571379,220.9815739624591,338.53211641122783,1.4706388841053901,0.6922679524711555,1.6332013087652832,6.152746685035302,51.25469261236439,5.26455863612881,13.358589116583433,0.460976235577751,0.9197869812295505,1833.323182193904,323.3719648699845,1.0418460478732565,1.4442913724814879,0.6939900120544171,1.736180471844326,2.3783364904425692,15.48097124160496,8.421043568107457,18.482004477354916,26.70742207680386,108.50731875322886,0.724298260719821,20.150335801618738,33.87583950404684,230.3456173583606,1.34647838815223,1.0418460478732565,2.3783364904425692,15.48097124160496,214.86464611675564,323.3719648699845,1.4441191665231616,0.6939900120544171,1.736180471844326,6.545204064060616,54.181677286034095,5.068018081625624,13.45260805923885,0.4714546237299811,1.003974685724126,1792.81740606165,338.53211641122783,0.9409333562941278,1.4708110900637161,0.6922679524711555,1.6332013087652832,2.227311864990529,14.286895126571379,2.66695367659721,0.5806784914758051,0.001722059583261581,4.334423971069399,4.0528672292061305,0.0160151541243327,4.386774582400551,4.016876183915963,0.017392801790941968,0.47101881361449727,0.4836297224216136,1503.7667216223726,1506.7522864805674,184.52350611331153,180.200103323575,160.93972791458583,230.24436025486483,945.1098674014121,6.704150163595661,171.56638539693472,282.9743413122094,1981.0063716204581,12.080764594454967,8.104529016703978,19.384708110900636,124.69640089547099,1856.3122094024454,2801.4220768038576,12.266402617530566,5.846047873256414,13.952643361460307,55.284484243154814,459.7688996039263,43.439469605648355,112.2777682107801,3.7303254692612366,7.543826416394007,15266.783020492509,2777.28086791803,8.329257792319614,12.40382297227484,5.943344239710694,14.27432409161357,19.778887549509214,127.14293094541071,185.11486137420354,179.53073876356123,161.43206474944034,231.46323402789736,951.1231272602032,6.773376958842776,171.63716204580678,283.1210607887033,1983.039607370415,12.081281212329946,8.108145341828827,19.33666264852764,124.2422937833649,1858.7997244704666,2809.9228517306697,12.27966247632168,5.846564491131393,13.95608748062683,55.17323919407612,458.93835026691926,43.62889615980713,112.55880833476839,3.72343723092819,7.525228172894782,15325.83640433959,2774.9142414327534,8.35095574306871,12.423798863440675,5.951093507835371,14.304115722403996,19.845186843464784,127.84191493025659,20.257340240851896,20.133002586727592,17.819342335270207,25.469000909511404,104.12666778575324,0.7275248656227615,19.111829612938664,31.53429155917351,220.27402290610465,1.3256496711106178,0.9065660028475471,2.1678594365495942,13.97142446934341,206.30295102100612,310.42961880675944,1.380346284729173,0.6586971971056969,1.5654778896892012,6.1937684390137475,51.506396791284814,0.3604098348387039,0.4479600488533723,1696.3093959236091,309.594265781012,0.9169153585993102,1.3813097320408476,0.6618031861118832,1.578880841993346,2.1871222152263474,14.043726432258167,20.448442821060933,19.9398522237231,17.919152761872486,25.593909232562076,104.73906262376543,0.7395051507021766,19.151342562491365,31.517852408282483,220.83160273903584,1.3356703794100597,0.9010686846427618,2.149927769254769,13.823348762886464,207.00858142599893,311.74764404976435,1.3700643808486523,0.6523804850383987,1.553590910342963,6.167271136780186,51.36803343026116,0.362284299814341,0.44741081832330876,1701.730697293469,308.27455586938544,0.9201367908868758,1.3823669062559045,0.6600973334136669,1.5804497831609405,2.195704542954239,14.126491152579268,3.806018820890157,0.026424214831449615,6.112733088933046,0.039349130129728994,10.102130115337163,0.4182624685571342,0.5171602970705566,0.31637010849695885,0.6190526571307318,0.5657240763697643,0.06557703448208387,76.54787406838206,2.0531745367333794,14.88789372609509,0.1243376541243,0.013402952304145005,3.812559471073438,0.02671247359977653,6.1366839472218775,0.03962550826560779,10.115689634820152,0.41949912659248684,0.5159236390352039,0.31698228193522454,0.6184404836924661,0.5671327753172382,0.06503777789824704,76.91457064135068,2.075175530112236,14.775164600133795,0.508590597337831,0.026858872817977365,-0.012610908807116437,-2.9855648581949343,-0.1911025802090405,0.19315036300449043,-0.0998104266022816,-0.12490832305067125,-0.6123948380121671,-0.0119802850794152,-0.03951294955270353,0.016439150891025486,-0.5575798329311557,-0.010020708299441771,0.005497318204785068,0.01793166729482514,0.14807570645694515,-0.7056304049928099,-1.318025243004977,0.010281903880520579,0.006316712067298127,0.01188697934623771,0.026497302233562676,0.13836336102366578,-0.0018744649756369974,0.000549230530063624,-5.4213013698599966,1.3197099116265347,-0.003221432287565506,-0.0010571742150569565,0.001705852698216189,-0.0015689411675946542,-0.008582327727891609,-0.08276472032110048,-0.006540650183280698,-0.00028825876832691636,-0.023950858288830607,-0.0002763781358787892,-0.013559519482989283,-0.0012366580353526681,0.001236658035352669,-0.0006121734382657064,0.000612173438265707,-0.0014086989474738443,0.0005392565838368392,-0.3666965729686225,-0.02200099337885697,0.11272912596129442,-0.38425294321353093,-0.013455920513832363
std,10.322951773773061,9.975479613484302,6.881604733962492,5.073423079504693,5.800934290476307,4.681584485646338,4.9262296920137185,8.0040439234059,51.891824396188646,0.9667239578267022,5.9152933854586145,8.467251355476048,74.97432277169078,1.1541545665864053,1.0260758148823492,1.6994504563673984,12.124057560875823,76.425115747278,83.44107695971609,1.2739435337035547,0.8473869005716411,1.382853439628583,2.7031167403605627,26.138507002769813,2.2842079795858155,2.6007803671909433,0.7127782478753466,1.0270881221159964,274.9569148398432,85.38205817820432,1.0647995296296309,1.2585038508662392,0.8465874691923896,1.397048490750784,1.7538793540549984,12.733196104616262,4.717283552976557,4.987097881053917,8.026458036381829,50.38387507127892,0.8923838108681091,5.96576749628256,8.471157121470945,75.7861057039358,1.0914825001163477,1.0647995296296309,1.7538793540549984,12.733196104616262,77.32591329788711,85.38205817820432,1.2586330657510916,0.8465874691923896,1.397048490750784,2.8721129353246893,27.0952865322952,2.2778306658721212,2.5294471768182776,0.7213863506676684,1.0631196637452203,279.2363478567007,83.44107695971609,1.0260758148823492,1.273812286103549,0.8473869005716411,1.382853439628583,1.6994228285180446,12.124057560875823,14.48984278695915,0.49349054583939095,0.04146553006157678,3.3583369777277694,2.88363030947711,0.1255443474107829,3.2577659484440042,2.8861848626364504,0.1307411021593965,0.26684054146060027,0.2647373680158456,82.92735985846944,80.54382031330348,117.4683153983707,105.61148282666221,94.30301723919074,134.83575971006152,581.3921655290691,5.234259575165963,100.24293446849968,161.1757305467159,1172.794931882863,8.606760208650996,5.491476357789464,12.782060944854546,83.12924806202913,1113.467005095883,1635.5431573793214,7.851279487349437,4.105740811667111,8.863413916564868,31.999774026152444,268.9301669563134,25.750854804785117,63.15723119758304,3.055004130688329,5.42897325774544,8617.123671088431,1572.2864900861452,5.96066534577248,8.025364920668032,4.235741014095244,9.380739733113629,12.58772928799698,83.04811591416185,115.22265912541847,106.33443192527663,93.84385502890862,135.98651676571146,585.9321991658181,5.209390354010831,99.99960256589169,161.81055012781817,1168.76212834676,8.404389582566946,5.53842439714106,12.865803719952323,83.46935973917697,1107.797081959692,1633.9966111203757,7.890896442436187,4.114413658379035,8.935118472236994,32.02359221547199,269.0179618239504,25.888075129297842,63.83364055395579,3.0642966428546106,5.4829151559251645,8686.304214653357,1579.517676858175,5.924876358908055,8.03919556583178,4.265397036234504,9.386108016932125,12.59274804409858,83.3496415207071,7.364991255813536,7.053096603320669,5.359429016700489,7.640234490132864,36.41501776522499,0.43245378914639815,6.030473422806216,9.29883251076155,70.99558211089443,0.6392170451624872,0.4803683020371843,1.01649279237276,6.843156806866505,68.74852416162385,92.70159499371609,0.6413422280810072,0.37784563834356805,0.7066226014583229,2.0812187369167856,18.014490807684595,0.11343554082896706,0.26629277931201123,461.51032122063583,90.57379300206269,0.4996204441400492,0.6277093426155719,0.3765164931964698,0.7082997239336859,0.9147359579081552,6.2722717961890275,7.373679930593601,7.00905160794202,5.370513874900226,7.671300822579459,36.34317496118675,0.43827289491230637,6.042783883532175,9.283218751295617,71.25133303581616,0.6449029022064838,0.48054511783051596,1.009085347992356,6.746655531650288,69.01556170695851,92.987731426102,0.6321074276111126,0.3720662673768201,0.697790132188629,2.0763390285035905,18.135528569952488,0.11414968332953926,0.26627352011756966,463.0863224450425,90.45541450592044,0.4938250978285803,0.6290560386856084,0.3777960986522538,0.7066727434031809,0.9102546434300838,6.263312620844404,1.1506694257786418,0.01486988462640188,1.8494838285595705,0.018388762662228615,2.9018512446020552,0.12345702061473404,0.14706897762947,0.1092467171372284,0.1774390421395672,0.15714533860196223,0.032563305628154106,24.03743795029617,0.8543790670341065,4.932014794809943,7.227357722128814,0.8392469851524178,1.1486189383103425,0.014909766094189678,1.8567184220886759,0.018436843409852834,2.90506671866597,0.1236493878585298,0.14668698626213353,0.10890206830355974,0.17700381464234588,0.15735152130942215,0.03223232408397109,24.1040142970632,0.8562498500766098,4.849418611257552,7.153062461484686,0.8271696662023432,0.31801125935983626,110.16476321374392,6.778558670603634,6.212385660882899,3.4358009432156327,5.084434383045989,33.649728823485326,0.5368958669019149,4.338631717805812,5.698181431140785,54.97902576113356,0.7350759467624877,0.5664550615258851,1.166722126254213,7.954722172093256,56.63410666487101,58.66654004181598,0.7132239055168514,0.44925890513245337,0.7408147616108558,1.727138181375754,15.878446967708786,0.08734164903927352,0.3297528585303024,167.19758639000952,52.34122125978304,0.5896411401822113,0.6981422965373719,0.4528549619523578,0.7519300620568219,0.9542600244687655,6.83999621285979,0.7802538969525998,0.018005196090641867,1.2480713738531786,0.020896922181976845,1.6006993879255722,0.07650133636915478,0.07650133636915478,0.09799045970344684,0.09799045970344684,0.06405185621580457,0.03836269171416629,18.300944634461093,0.8940189016379875,3.837966766511048,9.706998266122223,1.1331091702267158
min,0.0,0.0,1995.0,1.0,-24.0,0.0,2.0,7.0,-3.0,0.0,4.0,7.0,20.0,0.0,0.0,0.0,0.0,-17.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,731.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,-18.0,0.0,1.0,6.0,-7.0,0.0,0.0,0.0,0.0,-34.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,886.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,-45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1236.411305720455,1229.3957233957444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.083333333333333,0.0,0.0,-38.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.083333333333333,0.0,0.0,-32.0,-3.5,-1.0,-368.2008542758263,-28.25,-28.0,-14.666666666666664,-22.0,-140.5,-2.25,-18.0,-23.0,-216.0,-3.0,-2.5,-5.0,-32.333333333333336,-216.0,-231.0,-3.0,-1.9761904761904758,-3.0,-7.0,-66.0,-0.3366013071895425,-1.0,-694.0,-216.3333333333333,-2.5,-3.0,-1.9666666666666663,-3.0,-4.0,-28.5,-2.9281802534814583,-0.07311732659072544,-4.928571428571429,-0.0816326530612245,-6.291666666666666,-0.2754853376510803,-0.29,-0.38922861313302265,-0.3533505810405816,-0.2589861751152074,-0.15062388591800355,-69.64285714285715,-3.5,-20.057915057915057,-38.66666666666667,-4.5
25%,16.0,13.0,2001.0,6.0,-6.5,5.0,16.0,22.0,80.0,0.0,16.0,27.0,183.0,1.0,0.0,1.0,5.0,168.0,281.0,1.0,0.0,1.0,4.0,32.0,4.0,12.0,0.0,0.0,1646.0,265.0,0.0,1.0,0.0,1.0,1.0,6.0,5.0,15.0,21.0,72.0,0.0,16.0,28.0,177.0,1.0,0.0,1.0,6.0,160.0,265.0,1.0,0.0,1.0,4.0,35.0,3.0,12.0,0.0,0.0,1600.0,281.0,0.0,1.0,0.0,1.0,1.0,5.0,-6.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.2857142857142857,0.3333333333333333,1446.1420219642112,1451.2034263344954,93.5,96.0,86.0,123.0,486.0,3.0,92.0,153.0,1058.5,6.0,4.0,9.0,60.0,981.5,1498.5,6.0,3.0,7.0,30.0,247.0,23.0,61.0,1.0,3.0,8399.5,1518.5,4.0,6.0,3.0,7.0,10.0,62.0,95.0,93.0,87.0,123.5,496.0,3.0,93.0,155.0,1061.5,6.0,4.0,9.0,59.0,993.0,1511.0,6.0,3.0,7.0,30.0,249.0,23.0,61.0,1.0,3.0,8315.5,1499.5,4.0,6.0,3.0,7.0,10.0,63.0,17.303846153846152,17.625,16.857142857142858,24.0,90.47727272727272,0.4444444444444444,17.6,30.0,200.2,1.0,0.625,1.5714285714285714,9.857142857142858,184.5,294.8888888888889,1.0,0.4226190476190476,1.2,5.571428571428571,45.0,0.3333333333333333,0.3,1712.5357142857144,297.0,0.6153846153846154,1.0,0.42857142857142855,1.2,1.75,10.8,17.454545454545453,17.36038961038961,17.0,24.2,91.3095238095238,0.4545454545454545,17.571428571428573,30.0,200.60769230769228,1.0,0.6153846153846154,1.5714285714285714,9.846153846153848,185.2792207792208,296.81666666666666,1.0,0.42105263157894735,1.19375,5.545454545454546,45.0,0.3371439770054873,0.3076923076923077,1718.909090909091,295.69696969696975,0.625,1.0,0.42857142857142855,1.2,1.75,10.857142857142858,3.605692194403535,0.01694915254237288,5.774665327978582,0.029750840856788814,9.838516515356385,0.3975646371976647,0.5023715785526809,0.27711237134082967,0.5998969655532038,0.5618099393112188,0.04601226993865031,70.18538214658903,1.625,13.639444444444447,-4.464102564102565,-0.5,3.6015376458112405,0.017241379310344827,5.808591613989808,0.029716350013379716,9.860555555555553,0.4,0.5016155131015765,0.27698448126087327,0.5994983315572874,0.5639767441860465,0.04591901755198981,70.62957658888654,1.6666666666666663,13.57360681114551,-4.076923076923077,-0.4615384615384615,-0.20000000000000007,-74.21812026143289,-4.4285714285714315,-3.514817290552586,-2.25,-3.333333333333332,-21.14835164835165,-0.33333333333333337,-2.7777777777777786,-3.5,-35.075,-0.4552139037433156,-0.3333333333333333,-0.6923076923076924,-4.5953216374269,-36.6125,-38.36617647058824,-0.4000000000000001,-0.25,-0.4545454545454546,-1.0,-8.825757575757578,-0.05403405625381208,-0.1729765590446705,-106.8125,-30.035714285714278,-0.3363270308123249,-0.3999999999999999,-0.25,-0.4444444444444444,-0.5714285714285712,-4.011904761904763,-0.48031672261151437,-0.011089375636503081,-0.8061231541048892,-0.012642877245700204,-0.997952080264386,-0.04961845748872612,-0.045986252180343135,-0.061465783889239956,-0.059804485543090376,-0.041362775910003535,-0.022790814785039075,-11.566983987325482,-0.5833333333333335,-1.9820333226574922,-6.1999999999999975,-0.6923076923076923
50%,23.0,20.0,2007.0,10.0,-3.0,9.0,19.0,28.0,111.0,1.0,20.0,33.0,230.0,1.0,1.0,2.0,12.0,216.0,337.0,1.0,0.0,1.0,6.0,48.0,5.0,13.0,0.0,1.0,1837.0,323.0,1.0,1.0,0.0,2.0,2.0,13.0,9.0,18.0,26.0,102.0,1.0,20.0,33.0,226.0,1.0,1.0,2.0,13.0,211.0,323.0,1.0,0.0,2.0,6.0,51.0,5.0,13.0,0.0,1.0,1787.0,337.0,1.0,1.0,0.0,1.0,2.0,12.0,3.0,1.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,0.5,0.5,1502.7924014908792,1507.1947554618905,176.0,179.0,159.0,229.0,922.0,6.0,170.0,284.0,1939.0,11.0,8.0,18.0,116.0,1806.0,2777.0,12.0,5.0,13.0,55.0,458.0,43.0,114.0,3.0,7.0,15375.0,2797.0,8.0,12.0,5.0,13.0,19.0,120.0,177.0,179.0,159.0,228.0,919.0,6.0,170.0,284.0,1952.0,11.0,8.0,18.0,115.0,1821.0,2786.0,12.0,5.0,13.0,55.0,455.0,43.0,114.0,3.0,7.0,15330.0,2791.0,8.0,12.0,5.0,14.0,19.0,122.0,21.0,20.88888888888889,18.8,26.8,107.6,0.7142857142857143,19.94117647058824,33.285714285714285,229.625,1.3,0.9166666666666666,2.1875,13.875,214.33333333333331,327.6363636363636,1.4,0.6428571428571429,1.6,6.466666666666668,54.0,0.3798076923076923,0.5,1809.8461538461536,327.125,0.9230769230769232,1.4,0.6666666666666666,1.625,2.25,14.333333333333336,21.2,20.75,18.9,26.91666666666667,108.15384615384615,0.7142857142857143,20.0,33.333333333333336,230.0,1.3333333333333333,0.9090909090909092,2.1538461538461537,13.8,215.33333333333331,329.0,1.4,0.6428571428571429,1.5714285714285714,6.4444444444444455,53.78571428571429,0.3821138211382114,0.4736842105263158,1812.333333333333,325.75,0.9230769230769232,1.4,0.6666666666666666,1.625,2.263157894736842,14.5,4.0,0.02649006622516556,6.430232558139535,0.03932584269662921,10.684834123222748,0.4399563318777293,0.55,0.3257097791798107,0.6609276888798865,0.6,0.06451612903225806,80.33256880733944,2.071428571428571,15.20580474934037,0.0,0.0,4.014925373134329,0.026627218934911243,6.4637681159420275,0.03962703962703962,10.7,0.4412955465587045,0.5489864864864865,0.3280984719864177,0.6593028964162986,0.6010362694300517,0.06417112299465241,80.65476190476191,2.1,15.173913043478262,0.07142857142857295,0.0,0.0,-0.8201718465875274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
