home_team,away_team,home_score,away_score,date,year,week,home_spread,home_games_played,home_first_downs,home_rush_attempts,home_rushing_yards,home_rushing_touchdowns,home_pass_completions,home_pass_attempts,home_passing_yards,home_passing_touchdowns,home_interceptions_thrown,home_times_sacked,home_sacked_yards,home_net_passing_yards,home_total_yards,home_fumbles,home_fumbles_lost,home_turnovers,home_penalties,home_penalty_yards,home_third_down_conversions,home_third_downs,home_fourth_down_conversions,home_fourth_downs,home_time_of_possession,home_yards_allowed,home_interceptions,home_fumbles_forced,home_fumbles_recovered,home_turnovers_forced,home_sacks,home_sack_yards_forced,away_games_played,away_first_downs,away_rush_attempts,away_rushing_yards,away_rushing_touchdowns,away_pass_completions,away_pass_attempts,away_passing_yards,away_passing_touchdowns,away_interceptions_thrown,away_times_sacked,away_sacked_yards,away_net_passing_yards,away_total_yards,away_fumbles,away_fumbles_lost,away_turnovers,away_penalties,away_penalty_yards,away_third_down_conversions,away_third_downs,away_fourth_down_conversions,away_fourth_downs,away_time_of_possession,away_yards_allowed,away_interceptions,away_fumbles_forced,away_fumbles_recovered,away_turnovers_forced,away_sacks,away_sack_yards_forced
Cowboys,Bears,20,27,9/19/2010,2010,2,-7.5,1,23,20,36,0,34,51,374,1,2,0,0,374,410,1,1,3,6,50,6,13,0,0,2020,308,0,0,0,0,1,7,1,14,19,38,0,21,29,277,3,0,1,7,270,308,0,0,0,2,10,1,11,1,1,1580,410,2,1,1,3,0,0
Panthers,Buccaneers,7,20,9/19/2010,2010,2,-3.5,1,16,33,119,0,13,29,184,1,2,4,25,159,278,2,1,3,4,48,5,16,3,4,1751,273,0,0,0,0,0,0,1,14,34,95,0,12,25,178,2,0,0,0,178,273,0,0,0,4,30,6,14,0,0,1849,278,2,2,1,3,4,25
Browns,Chiefs,14,16,9/19/2010,2010,2,-3,1,13,26,73,1,16,31,229,1,1,1,3,226,299,1,1,2,9,78,4,13,0,0,1607,312,2,0,0,2,1,4,1,16,39,140,0,16,28,176,0,2,1,4,172,312,0,0,2,4,30,5,15,1,1,1993,299,1,1,1,2,1,3
Raiders,Rams,16,14,9/19/2010,2010,2,-3.5,1,25,40,173,0,19,36,249,1,2,2,18,231,404,3,0,2,12,90,7,17,0,1,2209,210,1,0,0,1,3,32,1,16,21,75,0,14,25,167,2,1,3,32,135,210,0,0,1,8,92,2,10,0,0,1391,404,2,3,0,2,2,18
Broncos,Seahawks,31,14,9/19/2010,2010,2,-3.5,1,23,38,65,2,25,35,307,2,0,1,3,304,369,1,0,0,3,35,14,20,0,0,2247,339,3,1,1,4,1,3,1,17,20,109,1,20,35,233,1,3,1,3,230,339,1,1,4,7,64,7,11,1,2,1353,369,0,1,0,0,1,3
Chargers,Jaguars,38,13,9/19/2010,2010,2,-7,1,25,30,151,2,22,29,334,3,2,1,8,326,477,1,1,3,4,25,4,8,0,0,1776,350,4,2,2,6,2,14,1,20,24,71,0,26,42,293,1,4,2,14,279,350,2,2,6,5,33,6,12,1,3,1824,477,2,1,1,3,1,8
Jets,Patriots,28,14,9/19/2010,2010,2,3,1,23,32,136,0,21,30,220,3,0,3,20,200,336,0,0,0,6,58,6,13,1,1,1952,291,2,1,1,3,1,9,1,20,20,52,0,20,36,248,2,2,1,9,239,291,1,1,3,6,79,5,11,1,1,1648,336,0,0,0,0,3,20
Lions,Eagles,32,35,9/19/2010,2010,2,7,1,22,26,115,2,25,45,335,2,2,2,6,329,444,1,0,2,9,51,6,15,0,2,1748,410,0,2,0,0,5,36,1,24,29,162,3,21,34,284,2,0,5,36,248,410,2,0,0,9,75,6,14,0,0,1852,444,2,1,0,2,2,6
Redskins,Texans,27,30,9/19/2010,2010,2,3,1,21,17,18,2,28,38,426,1,0,3,23,403,421,0,0,0,7,58,2,10,0,0,1907,526,1,0,0,1,5,29,1,29,24,58,0,38,52,497,3,1,5,29,468,526,0,0,1,5,45,6,14,1,2,2389,421,0,0,0,0,3,23
49ers,Saints,22,25,9/20/2010,2010,2,5.5,1,24,26,142,2,23,32,275,1,2,0,0,275,417,4,2,4,5,40,5,9,0,0,1640,287,0,1,0,0,2,17,1,17,24,50,0,28,38,254,2,0,2,17,237,287,1,0,0,5,54,6,14,0,0,1960,417,2,4,2,4,0,0
Chiefs,49ers,31,10,9/26/2010,2010,3,3,2,21,39,207,1,16,27,250,3,1,0,0,250,457,0,0,1,7,40,7,14,1,2,2030,251,1,1,0,1,5,24,2,11,15,43,0,23,42,232,1,1,5,24,208,251,1,0,1,6,55,4,17,2,3,1570,457,1,0,0,1,0,0
Jaguars,Eagles,3,28,9/26/2010,2010,3,2.5,2,16,32,139,0,13,30,105,0,1,7,53,52,191,1,0,1,4,67,5,17,1,2,1973,373,0,0,0,0,3,24,2,15,21,106,1,17,31,291,3,0,3,24,267,373,0,0,0,7,84,5,13,0,1,1627,191,1,1,0,1,7,53
Rams,Redskins,30,16,9/26/2010,2010,3,5,2,24,37,133,2,23,37,235,1,1,1,3,232,365,1,1,2,9,99,7,16,2,2,2090,349,1,2,1,2,1,3,2,15,17,116,0,19,32,236,1,1,1,3,233,349,2,1,2,9,65,1,10,0,0,1510,365,1,1,1,2,1,3
Vikings,Lions,24,10,9/26/2010,2010,3,-13,2,21,30,183,2,23,34,201,1,2,2,16,185,368,1,1,3,12,100,3,11,0,0,1912,295,2,1,1,3,1,5,2,17,19,63,0,29,43,237,1,2,1,5,232,295,1,1,3,8,67,3,12,1,1,1688,368,2,1,1,3,2,16
Buccaneers,Steelers,13,38,9/26/2010,2010,3,2.5,2,18,21,75,1,26,37,251,0,1,4,23,228,303,2,1,2,4,45,6,14,1,1,1986,387,2,0,0,2,0,0,2,17,32,201,1,12,17,186,3,2,0,0,186,387,0,0,2,2,20,4,9,0,1,1614,303,1,2,1,2,4,23
Giants,Titans,10,29,9/26/2010,2010,3,-3,2,26,20,107,1,34,48,386,0,2,2,22,364,471,1,1,3,11,86,6,12,0,2,1898,271,0,0,0,0,1,8,2,17,41,161,2,10,16,118,1,0,1,8,110,271,0,0,0,8,80,6,13,0,0,1702,471,2,1,1,3,2,22
Ravens,Browns,24,17,9/26/2010,2010,3,-12.5,2,19,27,109,0,23,32,256,3,0,0,0,256,365,0,0,0,8,60,6,12,0,0,1808,304,0,1,0,0,2,10,2,18,29,173,1,18,24,141,1,0,2,10,131,304,1,0,0,8,60,4,11,0,0,1792,365,0,0,0,0,0,0
Broncos,Colts,13,27,9/26/2010,2010,3,6,2,23,18,47,0,37,57,476,1,1,1,4,472,519,3,1,2,6,60,5,15,1,4,1792,365,0,1,0,0,0,0,2,18,22,40,0,27,43,325,3,0,0,0,325,365,1,0,0,4,27,6,14,0,0,1808,519,1,3,1,2,1,4
Patriots,Bills,38,30,9/26/2010,2010,3,-14.5,2,25,38,200,2,21,27,252,3,0,1,7,245,445,1,1,1,4,35,7,12,0,0,1932,374,2,1,0,2,1,7,2,19,24,134,0,20,28,247,2,2,1,7,240,374,1,0,2,6,45,5,10,0,0,1668,445,0,1,1,1,1,7
Dolphins,Jets,23,31,9/26/2010,2010,3,-2.5,2,24,23,84,0,26,45,363,2,1,2,11,352,436,1,0,1,6,52,7,15,0,1,1968,402,0,0,0,0,0,0,2,20,29,146,1,15,28,256,3,0,0,0,256,402,0,0,0,9,81,6,11,0,0,1632,436,1,1,0,1,2,11
Cardinals,Raiders,24,23,9/26/2010,2010,3,-5,2,18,26,119,0,12,26,122,2,1,2,14,108,227,2,2,3,7,104,5,13,1,1,1622,364,1,2,0,1,3,24,2,20,33,133,1,17,34,255,1,1,3,24,231,364,2,0,1,11,123,4,15,1,1,1978,227,1,2,2,3,2,14
Panthers,Bengals,7,20,9/26/2010,2010,3,3,2,17,24,87,1,16,33,188,0,1,1,8,180,267,4,3,4,6,45,2,11,0,2,1418,305,2,1,0,2,1,10,2,21,37,120,1,19,37,195,1,2,1,10,185,305,1,0,2,8,74,5,17,2,2,2182,267,1,4,3,4,1,8
Texans,Cowboys,13,27,9/26/2010,2010,3,-3,2,24,22,124,0,23,32,241,1,2,4,25,216,340,1,1,3,5,32,4,9,0,0,1660,385,0,0,0,0,0,0,2,21,27,101,1,23,30,284,2,0,0,0,284,385,0,0,0,8,49,4,11,2,3,1940,340,2,1,1,3,4,25
Saints,Falcons,24,27,9/26/2010,2010,3,-3,2,20,16,43,0,30,38,365,3,2,2,10,355,398,1,1,3,4,38,6,11,1,2,1635,417,0,1,1,1,2,13,2,25,50,202,1,19,30,228,2,0,2,13,215,417,1,1,1,6,40,9,18,2,3,2750,398,2,1,1,3,2,10
Seahawks,Chargers,27,20,9/26/2010,2010,3,4,2,13,21,68,0,19,32,220,1,1,3,17,203,271,1,1,2,5,32,6,13,0,0,1436,518,2,3,3,5,4,26,2,27,21,89,0,29,53,455,2,2,4,26,429,518,3,3,5,11,83,6,14,0,2,2164,271,1,1,1,2,3,17
Bears,Packers,20,17,9/27/2010,2010,3,3,2,18,18,77,0,16,27,221,1,1,3,22,199,276,1,0,1,5,38,3,9,0,1,1451,379,1,1,1,2,0,0,2,21,15,63,1,34,45,316,1,1,0,0,316,379,1,1,2,18,152,4,10,0,0,2149,276,1,1,0,1,3,22
Giants,Bears,17,3,10/3/2010,2010,4,-3.5,3,18,32,189,2,18,30,195,0,0,2,12,183,372,3,3,3,6,44,3,12,0,0,2005,110,2,3,1,3,10,63,3,6,16,59,0,15,26,114,0,2,10,63,51,110,3,1,3,8,40,0,13,0,1,1595,372,0,3,3,3,2,12
Chargers,Cardinals,41,10,10/3/2010,2010,4,-10,3,23,38,180,2,16,21,249,2,0,1,10,239,419,1,1,1,5,44,5,10,0,0,2098,134,2,1,1,3,9,59,3,10,14,47,0,15,28,146,0,2,9,59,87,134,1,1,3,5,34,4,12,0,1,1502,419,0,1,1,1,1,10
Saints,Panthers,16,14,10/3/2010,2010,4,-12.5,3,27,29,121,0,33,48,275,1,0,2,13,262,383,3,2,2,4,36,8,14,0,0,2302,251,0,1,1,1,3,13,3,10,23,118,1,11,21,146,1,0,3,13,133,251,1,1,1,4,66,4,12,1,2,1298,383,0,3,2,2,2,13
Rams,Seahawks,20,3,10/3/2010,2010,4,2,3,19,28,88,0,23,41,289,2,1,4,28,261,349,0,0,1,5,41,7,16,0,1,1970,257,1,1,1,2,4,26,3,15,24,64,0,21,37,219,0,1,4,26,193,257,1,1,2,6,49,4,15,0,2,1630,349,1,0,0,1,4,28
Eagles,Redskins,12,17,10/3/2010,2010,4,-5.5,3,21,25,110,0,27,42,250,1,1,1,7,243,353,4,1,2,8,80,5,14,2,2,1977,293,1,0,0,1,1,1,3,16,35,169,1,8,19,125,1,1,1,1,124,293,0,0,1,5,30,5,11,0,0,1623,353,1,4,1,2,1,7
Falcons,49ers,16,14,10/3/2010,2010,4,-7,3,23,29,98,0,26,43,273,1,2,3,14,259,357,0,0,2,4,60,5,14,1,1,1759,262,2,3,1,3,1,7,3,17,23,81,0,21,32,188,1,2,1,7,181,262,3,1,3,6,41,6,12,1,1,1841,357,2,0,0,2,3,14
Browns,Bengals,23,20,10/3/2010,2010,4,1.5,3,21,35,116,1,18,30,184,1,1,1,5,179,295,1,0,1,7,44,6,14,0,0,1846,413,0,2,2,2,4,25,3,21,18,67,0,25,36,371,2,0,4,25,346,413,2,2,2,8,79,5,11,0,0,1754,295,1,1,0,1,1,5
Raiders,Texans,24,31,10/3/2010,2010,4,3.5,3,24,25,118,1,24,39,278,2,2,4,33,245,363,2,1,3,2,23,5,12,0,1,1831,441,0,0,0,0,0,0,3,21,36,249,2,16,29,192,2,0,0,0,192,441,0,0,0,5,26,6,13,0,0,1769,363,2,2,1,3,4,33
Steelers,Ravens,14,17,10/3/2010,2010,4,-2.5,3,14,27,84,2,12,21,141,0,1,2,15,126,210,1,0,1,11,88,4,11,0,0,1769,320,1,2,1,2,1,6,3,22,27,70,1,24,37,256,1,1,1,6,250,320,2,1,2,7,52,4,11,0,1,1831,210,1,1,0,1,2,15
Titans,Broncos,20,26,10/3/2010,2010,4,-6.5,3,13,22,121,0,17,28,173,1,0,2,6,167,288,2,2,2,10,111,3,12,0,0,1482,327,1,1,0,1,6,33,3,22,20,19,0,35,50,341,2,1,6,33,308,327,1,0,1,6,74,3,15,1,2,2118,288,0,2,2,2,2,6
Packers,Lions,28,26,10/3/2010,2010,4,-15,3,16,21,92,0,12,17,181,3,2,2,12,169,261,2,2,4,3,31,3,7,0,0,1343,431,2,2,1,3,3,23,3,24,21,123,0,34,54,331,2,2,3,23,308,431,2,1,3,13,102,10,17,0,0,2257,261,2,2,2,4,2,12
Bills,Jets,14,38,10/3/2010,2010,4,5.5,3,12,16,114,0,12,27,128,2,0,3,19,109,223,2,2,2,3,32,0,10,1,1,1171,444,0,1,0,0,0,0,3,25,49,273,2,16,26,171,3,0,0,0,171,444,1,0,0,4,30,7,15,0,0,2429,223,0,2,2,2,3,19
Jaguars,Colts,31,28,10/3/2010,2010,4,7,3,20,35,174,2,17,22,163,2,0,0,0,163,337,0,0,0,7,45,9,13,0,0,1786,406,1,2,1,2,1,4,3,28,19,58,2,33,46,352,2,1,1,4,348,406,2,1,2,3,35,7,10,1,1,1814,337,0,0,0,0,0,0
Dolphins,Patriots,14,41,10/4/2010,2010,4,-1,3,23,21,92,0,30,44,320,2,4,2,12,308,400,0,0,4,6,40,10,15,0,1,1937,265,0,1,0,0,3,7,3,19,32,119,1,19,24,153,1,0,3,7,146,265,1,0,0,3,31,5,11,1,1,1663,400,4,0,0,4,2,12
Panthers,Bears,6,23,10/10/2010,2010,5,-1,4,8,25,85,0,14,32,96,0,3,5,34,62,147,4,0,3,7,53,3,18,1,1,1781,247,4,0,0,4,3,22,4,13,42,218,2,8,19,51,0,4,3,22,29,247,0,0,4,5,45,3,15,0,0,1819,147,3,4,0,3,5,34
Ravens,Broncos,31,17,10/10/2010,2010,5,-7,4,28,47,233,4,14,25,196,0,0,1,14,182,415,0,0,0,5,66,7,13,0,1,2177,346,0,1,1,1,1,7,4,16,13,39,0,23,38,314,2,0,1,7,307,346,1,1,1,10,90,5,13,0,0,1423,415,0,0,0,0,1,14
Colts,Chiefs,19,9,10/10/2010,2010,5,-7,4,23,31,97,1,26,44,244,0,1,1,0,244,341,1,0,1,5,45,8,17,0,1,2065,261,0,2,1,1,1,8,3,16,27,113,0,16,29,156,0,0,1,8,148,261,2,1,1,4,38,1,10,1,2,1535,341,1,1,0,1,1,0
Browns,Falcons,10,20,10/10/2010,2010,5,3,4,18,20,48,0,25,39,246,1,2,3,25,221,269,3,1,3,7,58,7,15,0,0,1794,338,0,1,1,1,2,14,4,17,31,165,0,16,28,187,1,0,2,14,173,338,1,1,1,6,60,6,15,0,0,1806,269,2,3,1,3,3,25
Redskins,Packers,16,13,10/10/2010,2010,5,2.5,4,21,21,51,0,26,49,357,1,1,5,35,322,373,1,0,1,4,28,5,17,0,1,2054,427,1,1,1,2,4,23,4,17,17,157,0,27,46,293,1,1,4,23,270,427,1,1,2,9,63,2,13,0,1,1960,373,1,1,0,1,5,35
49ers,Eagles,24,27,10/10/2010,2010,5,-3,4,21,22,74,0,25,39,309,3,2,2,19,290,364,3,3,5,10,65,8,13,0,0,1752,352,0,2,1,1,4,26,4,17,27,125,1,21,31,253,1,0,4,26,227,352,2,1,1,5,30,3,12,0,1,1848,364,2,3,3,5,2,19
Cowboys,Titans,27,34,10/10/2010,2010,5,-7,3,25,23,141,0,31,46,406,3,3,6,36,370,511,0,0,3,12,133,7,14,1,2,2204,321,0,1,0,0,3,10,4,17,27,158,2,12,25,173,2,0,3,10,163,321,1,0,0,4,40,4,12,0,0,1396,511,3,0,0,3,6,36
Cardinals,Saints,30,20,10/10/2010,2010,5,7,4,12,24,41,0,18,29,174,0,1,4,21,153,194,4,0,1,3,20,4,15,1,1,1799,358,3,2,1,4,1,6,4,19,22,85,0,24,39,279,2,3,1,6,273,358,2,1,4,6,45,5,11,0,0,1801,194,1,4,0,1,4,21
Bills,Jaguars,26,36,10/10/2010,2010,5,-1,4,17,21,110,0,20,30,220,3,0,3,24,196,306,2,0,0,5,35,3,11,0,2,1539,381,1,3,2,3,2,13,4,21,40,216,0,16,20,178,3,1,2,13,165,381,3,2,3,5,38,4,11,0,1,2061,306,0,2,0,0,3,24
Bengals,Buccaneers,21,24,10/10/2010,2010,5,-7,4,20,28,149,0,21,36,209,2,3,0,0,209,358,1,1,4,9,60,4,13,0,0,1775,391,1,4,2,3,3,18,3,21,22,125,1,22,35,284,1,1,3,18,266,391,4,2,3,3,25,5,11,0,0,1825,358,3,1,1,4,0,0
Lions,Rams,44,6,10/10/2010,2010,5,-3,4,20,26,89,0,22,34,238,3,0,1,5,233,322,1,0,0,11,78,6,13,0,0,1604,341,2,1,1,3,1,2,4,23,28,128,0,23,45,215,0,2,1,2,213,341,1,1,3,7,40,6,14,0,2,1996,322,0,1,0,0,1,5
Texans,Giants,10,34,10/10/2010,2010,5,-3,4,11,15,24,1,16,34,196,0,1,3,25,171,195,2,1,2,8,67,2,11,0,1,1269,414,2,2,0,2,0,0,4,26,32,117,1,27,42,297,3,2,0,0,297,414,2,0,2,9,84,5,14,0,0,2331,195,1,2,1,2,3,25
Raiders,Chargers,35,27,10/10/2010,2010,5,6,4,14,30,111,1,14,25,173,1,0,3,5,168,279,3,0,0,12,85,6,15,2,3,1634,506,0,3,3,3,3,16,4,29,26,91,1,27,42,431,2,0,3,16,415,506,3,3,3,7,53,5,12,0,1,1966,279,0,3,0,0,3,5
Jets,Vikings,29,20,10/11/2010,2010,5,-4,4,20,32,155,1,21,44,191,0,0,2,18,173,328,1,0,0,6,55,5,17,0,0,2035,336,1,3,2,3,4,24,3,16,24,96,0,14,34,264,3,1,4,24,240,336,3,2,3,8,51,7,15,0,0,1565,328,0,1,0,0,2,18
49ers,Raiders,17,9,10/17/2010,2010,6,-7,5,17,31,158,0,16,33,196,2,0,2,5,191,349,0,0,0,11,143,7,17,0,0,2001,179,2,2,0,2,2,14,5,10,30,110,0,8,21,83,0,2,2,14,69,179,2,0,2,8,60,5,15,0,0,1599,349,0,0,0,0,2,5
Giants,Lions,28,20,10/17/2010,2010,6,-10,5,24,30,167,2,20,30,177,2,0,2,10,167,334,1,1,1,2,15,5,13,0,1,1962,366,1,5,2,3,2,11,5,16,21,64,0,28,49,313,2,1,2,11,302,366,5,2,3,11,91,9,20,2,2,1638,334,0,1,1,1,2,10
Vikings,Cowboys,24,21,10/17/2010,2010,6,-1.5,4,14,28,95,1,14,19,118,1,0,3,25,93,188,1,1,1,5,45,6,12,0,0,1670,314,2,0,0,2,0,0,4,16,28,94,0,24,32,220,3,2,0,0,220,314,0,0,2,11,91,9,17,1,1,1930,188,0,1,1,1,3,25
Steelers,Browns,28,10,10/17/2010,2010,6,-14,4,22,35,121,1,16,27,257,3,1,0,0,257,378,1,0,1,4,25,7,14,0,0,1916,327,2,2,1,3,6,23,5,17,21,69,0,23,33,281,1,2,6,23,258,327,2,1,3,3,41,6,13,0,0,1684,378,1,1,0,1,0,0
Broncos,Jets,20,24,10/17/2010,2010,6,3.5,5,21,37,145,1,14,34,209,1,0,1,8,201,346,3,2,2,5,81,7,18,0,1,1823,319,2,1,1,3,2,8,5,17,30,129,2,17,30,198,1,2,2,8,190,319,1,1,3,6,74,5,13,0,0,1777,346,0,3,2,2,1,8
Eagles,Falcons,31,17,10/17/2010,2010,6,-2,5,23,38,154,1,23,29,326,3,1,1,6,320,474,0,0,1,9,78,7,14,1,1,2043,293,1,1,1,2,3,22,5,20,19,65,0,23,42,250,2,1,3,22,228,293,1,1,2,2,30,4,14,1,1,1557,474,1,0,0,1,1,6
