home_team,away_team,home_score,away_score,date,year,week,home_spread,home_games_played,home_first_downs,home_rush_attempts,home_rushing_yards,home_rushing_touchdowns,home_pass_completions,home_pass_attempts,home_passing_yards,home_passing_touchdowns,home_interceptions_thrown,home_times_sacked,home_sacked_yards,home_net_passing_yards,home_total_yards,home_fumbles,home_fumbles_lost,home_turnovers,home_penalties,home_penalty_yards,home_third_down_conversions,home_third_downs,home_fourth_down_conversions,home_fourth_downs,home_time_of_possession,home_yards_allowed,home_interceptions,home_fumbles_forced,home_fumbles_recovered,home_turnovers_forced,home_sacks,home_sack_yards_forced,away_games_played,away_first_downs,away_rush_attempts,away_rushing_yards,away_rushing_touchdowns,away_pass_completions,away_pass_attempts,away_passing_yards,away_passing_touchdowns,away_interceptions_thrown,away_times_sacked,away_sacked_yards,away_net_passing_yards,away_total_yards,away_fumbles,away_fumbles_lost,away_turnovers,away_penalties,away_penalty_yards,away_third_down_conversions,away_third_downs,away_fourth_down_conversions,away_fourth_downs,away_time_of_possession,away_yards_allowed,away_interceptions,away_fumbles_forced,away_fumbles_recovered,away_turnovers_forced,away_sacks,away_sack_yards_forced
Broncos,Panthers,21,20,9/8/2016,2016,1,3,0,21,29,148,2,18,26,178,1,2,2,19,159,307,1,1,3,4,22,5,10,1,1,1661,333,1,0,0,1,3,18,0,21,32,157,1,18,33,194,1,1,3,18,176,333,0,0,1,8,85,9,15,0,0,1939,307,2,1,1,3,2,19
Ravens,Bills,13,7,9/11/2016,2016,1,-3,0,18,28,83,0,22,33,258,1,0,4,33,225,308,1,1,1,6,35,6,15,0,1,1973,160,0,0,0,0,2,16,0,11,24,65,1,15,22,111,0,0,2,16,95,160,0,0,0,8,89,3,13,2,2,1627,308,0,1,1,1,4,33
Seahawks,Dolphins,12,10,9/11/2016,2016,1,-10.5,0,21,32,112,0,27,43,258,1,1,3,18,240,352,1,1,2,8,69,5,16,2,3,2072,214,0,2,0,0,5,36,0,11,20,64,1,16,29,186,0,0,5,36,150,214,2,0,0,4,40,3,13,0,1,1528,352,1,1,1,2,3,18
Texans,Bears,23,14,9/11/2016,2016,1,-6,0,17,35,129,0,22,35,231,2,1,2,16,215,344,1,0,1,6,69,12,20,0,0,2179,258,1,2,0,1,5,31,0,14,20,73,1,16,29,216,1,1,5,31,185,258,2,0,1,4,30,4,13,0,2,1421,344,1,1,0,1,2,16
Eagles,Browns,29,10,9/11/2016,2016,1,-4,0,23,34,133,1,22,37,278,2,0,2,8,270,403,2,0,0,7,46,5,15,1,1,2360,288,1,2,0,1,3,22,0,14,21,120,1,12,26,190,0,1,3,22,168,288,2,0,1,4,15,2,10,0,2,1240,403,0,2,0,0,2,8
Titans,Vikings,16,25,9/11/2016,2016,1,3,0,19,22,64,0,25,41,271,2,1,2,19,252,316,2,2,3,2,10,8,14,0,0,1825,301,0,0,0,0,0,0,0,15,28,65,0,18,33,236,0,0,0,0,236,301,0,0,0,3,39,6,14,0,0,1775,316,1,2,2,3,2,19
Jets,Bengals,22,23,9/11/2016,2016,1,3,0,22,30,152,0,19,35,189,2,1,1,1,188,340,1,0,1,7,95,4,12,0,0,2093,381,1,0,0,1,7,42,0,18,19,57,1,23,30,366,1,1,7,42,324,381,0,0,1,5,44,3,11,0,0,1507,340,1,1,0,1,1,1
Jaguars,Packers,23,27,9/11/2016,2016,1,6,0,20,26,48,1,24,39,320,1,1,3,20,300,348,1,0,1,9,79,4,15,3,4,1883,294,0,1,0,0,1,0,0,18,25,95,1,20,34,199,2,0,1,0,199,294,1,0,0,5,24,7,14,1,1,1717,348,1,1,0,1,3,20
Cowboys,Giants,19,20,9/11/2016,2016,1,1.5,0,24,30,101,1,25,45,227,0,0,0,0,227,328,0,0,0,6,50,10,17,0,0,2203,316,1,1,0,1,2,4,0,18,24,113,0,19,28,207,3,1,2,4,203,316,1,0,1,4,40,5,10,0,0,1397,328,0,0,0,0,0,0
Cardinals,Patriots,21,23,9/11/2016,2016,1,-9,0,21,19,92,1,24,37,271,2,0,3,19,252,344,1,0,0,6,58,6,12,0,0,1561,363,0,3,2,2,2,7,0,19,31,106,1,24,33,264,1,0,2,7,257,363,3,2,2,8,69,10,16,0,0,2039,344,0,1,0,0,3,19
Falcons,Buccaneers,24,31,9/11/2016,2016,1,-3,0,19,22,52,0,27,39,334,2,0,3,12,322,374,0,0,0,7,74,3,13,1,2,1943,371,1,0,0,1,0,0,0,20,28,90,0,23,32,281,4,1,0,0,281,371,0,0,1,6,48,3,10,0,0,1657,374,0,0,0,0,3,12
Chiefs,Chargers,33,27,9/11/2016,2016,1,-7,0,26,19,83,2,34,48,363,2,1,3,33,330,413,0,0,1,6,46,5,14,2,2,1866,388,0,0,0,0,1,10,0,25,32,155,2,25,36,243,1,0,1,10,233,388,0,0,0,5,30,7,15,0,0,2041,413,1,0,0,1,3,33
Saints,Raiders,34,35,9/11/2016,2016,1,-3,0,27,22,88,0,28,42,423,4,0,1,4,419,507,2,1,1,7,53,4,11,1,1,1775,486,0,1,0,0,0,0,0,25,26,167,3,24,38,319,1,0,0,0,319,486,1,0,0,14,141,4,11,0,0,1825,507,0,2,1,1,1,4
Colts,Lions,35,39,9/11/2016,2016,1,-3,0,25,19,82,0,31,47,385,4,0,2,17,368,450,0,0,0,5,45,9,16,0,0,1764,448,0,0,0,0,1,8,0,28,24,116,2,31,39,340,3,0,1,8,332,448,0,0,0,8,70,5,9,0,0,1836,450,0,0,0,0,2,17
49ers,Rams,28,0,9/12/2016,2016,1,3,0,28,42,150,3,22,35,170,1,0,0,0,170,320,2,1,1,2,10,8,17,1,2,1930,185,2,0,0,2,2,10,0,10,23,65,0,17,35,130,0,2,2,10,120,185,0,0,2,10,102,3,15,1,2,1670,320,0,2,1,1,0,0
Redskins,Steelers,16,38,9/12/2016,2016,1,3,0,18,12,55,1,30,43,329,0,2,0,0,329,384,1,0,2,9,55,3,10,0,2,1602,437,1,2,0,1,1,10,0,23,30,147,2,27,37,300,3,1,1,10,290,437,2,0,1,4,81,9,14,2,2,1998,384,2,1,0,2,0,0
Bills,Jets,31,37,9/15/2016,2016,2,-1,1,16,19,86,0,19,31,307,3,1,0,0,307,393,1,0,1,6,59,3,10,1,2,1248,493,0,2,1,1,1,4,1,28,36,123,3,24,34,374,1,0,1,4,370,493,2,1,1,7,50,8,13,0,0,2352,393,1,1,0,1,0,0
Texans,Chiefs,19,12,9/18/2016,2016,2,-1,1,15,34,97,0,19,33,268,1,2,2,14,254,351,0,0,2,5,44,4,15,1,1,2039,291,0,3,3,3,4,14,1,14,19,119,0,20,37,186,0,0,4,14,172,291,3,3,3,9,77,3,14,0,0,1561,351,2,0,0,2,2,14
Giants,Saints,16,13,9/18/2016,2016,2,-3.5,1,22,32,64,0,32,41,368,0,0,2,15,353,417,3,3,3,3,25,7,15,0,1,2047,288,0,0,0,0,2,16,1,16,13,41,0,29,44,263,1,0,2,16,247,288,0,0,0,7,76,3,13,0,0,1553,417,0,3,3,3,2,15
Panthers,49ers,46,27,9/18/2016,2016,2,-12,1,26,37,176,0,24,40,353,4,1,1,0,353,529,3,3,4,8,50,7,15,0,0,2154,302,2,1,1,3,2,6,1,16,26,65,1,17,36,243,2,2,2,6,237,302,1,1,3,6,50,4,14,0,1,1446,529,1,3,3,4,1,0
Rams,Seahawks,9,3,9/18/2016,2016,2,5.5,1,17,25,64,0,18,30,239,0,0,3,20,219,283,0,0,0,9,78,3,12,0,0,1797,306,0,3,1,1,2,15,1,17,24,67,0,22,35,254,0,0,2,15,239,306,3,1,1,10,114,4,13,0,0,1803,283,0,0,0,0,3,20
