home_team,away_team,home_score,away_score,date,year,week,home_spread,home_games_played,home_first_downs,home_rush_attempts,home_rushing_yards,home_rushing_touchdowns,home_pass_completions,home_pass_attempts,home_passing_yards,home_passing_touchdowns,home_interceptions_thrown,home_times_sacked,home_sacked_yards,home_net_passing_yards,home_total_yards,home_fumbles,home_fumbles_lost,home_turnovers,home_penalties,home_penalty_yards,home_third_down_conversions,home_third_downs,home_fourth_down_conversions,home_fourth_downs,home_time_of_possession,home_yards_allowed,home_interceptions,home_fumbles_forced,home_fumbles_recovered,home_turnovers_forced,home_sacks,home_sack_yards_forced,away_games_played,away_first_downs,away_rush_attempts,away_rushing_yards,away_rushing_touchdowns,away_pass_completions,away_pass_attempts,away_passing_yards,away_passing_touchdowns,away_interceptions_thrown,away_times_sacked,away_sacked_yards,away_net_passing_yards,away_total_yards,away_fumbles,away_fumbles_lost,away_turnovers,away_penalties,away_penalty_yards,away_third_down_conversions,away_third_downs,away_fourth_down_conversions,away_fourth_downs,away_time_of_possession,away_yards_allowed,away_interceptions,away_fumbles_forced,away_fumbles_recovered,away_turnovers_forced,away_sacks,away_sack_yards_forced
Steelers,Titans,13,10,9/10/2009,2009,1,-5,0,19,23,36,0,33,43,363,1,2,4,42,321,357,1,1,3,6,60,4,14,0,0,2171,320,1,2,1,2,1,10,0,18,25,86,0,22,35,244,1,1,1,10,234,320,2,1,2,5,28,4,13,0,0,1701,357,2,1,1,3,4,42
Bengals,Broncos,7,12,9/13/2009,2009,1,-4.5,0,16,27,86,1,21,33,247,0,2,3,26,221,307,1,0,2,4,27,5,15,1,2,2007,302,0,1,0,0,3,16,0,10,20,75,0,17,28,243,1,0,3,16,227,302,1,0,0,6,39,3,12,0,0,1593,307,2,1,0,2,3,26
Ravens,Chiefs,38,24,9/13/2009,2009,1,-13,0,32,41,198,2,26,43,307,3,1,1,4,303,501,1,0,1,8,65,10,17,1,1,2389,188,0,2,0,0,3,18,0,11,17,29,0,16,24,177,2,0,3,18,159,188,2,0,0,3,15,2,10,1,2,1211,501,1,1,0,1,1,4
Colts,Jaguars,14,12,9/13/2009,2009,1,-7,0,21,31,71,1,28,38,301,1,1,1,7,294,365,1,1,2,3,17,8,14,0,2,2036,228,0,0,0,0,1,8,0,12,26,114,1,14,28,122,0,0,1,8,114,228,0,0,0,3,24,6,15,1,2,1564,365,1,1,1,2,1,7
Seahawks,Rams,28,0,9/13/2009,2009,1,-8,0,25,34,167,1,25,36,279,3,2,0,0,279,446,2,1,3,4,25,8,15,0,0,1947,247,0,2,1,1,3,21,0,13,18,77,0,17,36,191,0,0,3,21,170,247,2,1,1,10,85,2,12,0,1,1653,446,2,2,1,3,0,0
Cardinals,49ers,16,20,9/13/2009,2009,1,-6,0,17,17,40,0,26,44,288,1,2,3,29,259,299,1,0,2,12,82,4,14,0,1,1703,203,0,1,1,1,4,27,0,13,25,21,1,18,31,209,1,0,4,27,182,203,1,1,1,4,31,7,18,0,0,1897,299,2,1,0,2,3,29
Saints,Lions,45,27,9/13/2009,2009,1,-13.5,0,28,35,157,0,26,34,358,6,1,0,0,358,515,3,2,3,7,36,9,13,0,0,2190,231,3,0,0,3,1,7,0,14,20,33,2,16,37,205,0,3,1,7,198,231,0,0,3,8,80,3,14,2,2,1410,515,1,3,2,3,0,0
Giants,Redskins,23,17,9/13/2009,2009,1,-6.5,0,18,31,103,0,20,29,256,1,1,1,8,248,351,2,1,2,4,30,6,13,0,1,2168,272,1,3,1,2,3,24,0,15,21,85,1,19,26,211,1,1,3,24,187,272,3,1,2,4,32,5,12,1,1,1432,351,1,2,1,2,1,8
Falcons,Dolphins,19,7,9/13/2009,2009,1,-4,0,19,27,68,0,22,36,229,2,0,2,16,213,281,1,0,0,4,35,6,15,0,0,1853,259,1,3,3,4,4,13,0,16,22,96,0,21,30,176,1,1,4,13,163,259,3,3,4,4,27,4,11,1,1,1747,281,0,1,0,0,2,16
Panthers,Eagles,10,38,9/13/2009,2009,1,-1,0,14,30,86,1,14,34,138,0,5,5,55,83,169,2,2,7,5,30,3,16,2,3,1703,267,1,2,1,2,2,20,0,17,32,185,1,17,29,102,2,1,2,20,82,267,2,1,2,9,76,5,13,1,2,1897,169,5,2,2,7,5,55
