home_team,away_team,home_score,away_score,date,year,week,home_spread,home_games_played,home_first_downs,home_rush_attempts,home_rushing_yards,home_rushing_touchdowns,home_pass_completions,home_pass_attempts,home_passing_yards,home_passing_touchdowns,home_interceptions_thrown,home_times_sacked,home_sacked_yards,home_net_passing_yards,home_total_yards,home_fumbles,home_fumbles_lost,home_turnovers,home_penalties,home_penalty_yards,home_third_down_conversions,home_third_downs,home_fourth_down_conversions,home_fourth_downs,home_time_of_possession,home_yards_allowed,home_interceptions,home_fumbles_forced,home_fumbles_recovered,home_turnovers_forced,home_sacks,home_sack_yards_forced,away_games_played,away_first_downs,away_rush_attempts,away_rushing_yards,away_rushing_touchdowns,away_pass_completions,away_pass_attempts,away_passing_yards,away_passing_touchdowns,away_interceptions_thrown,away_times_sacked,away_sacked_yards,away_net_passing_yards,away_total_yards,away_fumbles,away_fumbles_lost,away_turnovers,away_penalties,away_penalty_yards,away_third_down_conversions,away_third_downs,away_fourth_down_conversions,away_fourth_downs,away_time_of_possession,away_yards_allowed,away_interceptions,away_fumbles_forced,away_fumbles_recovered,away_turnovers_forced,away_sacks,away_sack_yards_forced
Bears,Falcons,30,12,9/11/2011,2011,1,1.5,0,17,27,88,0,22,32,312,2,1,5,23,289,377,3,0,1,8,56,6,16,0,0,1999,386,1,2,2,3,5,43,0,25,14,110,0,31,47,319,0,1,5,43,276,386,2,2,3,9,65,4,13,0,1,1601,377,1,3,0,1,5,23
Buccaneers,Lions,20,27,9/11/2011,2011,1,-1.5,0,17,16,56,0,29,46,266,1,1,2,7,259,315,4,1,2,6,39,6,14,1,2,1415,431,1,4,0,1,0,0,0,25,35,126,0,24,33,305,3,1,0,0,305,431,4,0,1,8,68,2,11,1,1,2185,315,1,4,1,2,2,7
Cardinals,Panthers,28,21,9/11/2011,2011,1,-7,0,15,25,99,1,18,27,309,2,0,2,14,295,394,2,1,1,6,61,5,12,0,0,1633,477,1,0,0,1,4,19,0,26,27,74,1,24,37,422,2,1,4,19,403,477,0,0,1,10,74,3,11,0,1,1967,394,0,2,1,1,2,14
Rams,Eagles,13,31,9/11/2011,2011,1,4,0,21,26,154,1,18,35,209,0,0,5,28,181,335,2,1,1,9,60,2,12,2,3,1786,403,0,1,1,1,3,20,0,27,32,236,1,14,32,187,2,0,3,20,167,403,1,1,1,8,91,8,13,0,1,1814,335,0,2,1,1,5,28
Broncos,Raiders,20,23,9/12/2011,2011,1,-3,0,25,13,38,0,24,46,304,1,1,5,32,272,310,4,2,3,10,91,6,13,0,0,1645,289,0,2,1,1,1,6,0,20,39,190,1,13,22,105,1,0,1,6,99,289,2,1,1,15,131,5,14,0,0,1955,310,1,4,2,3,5,32
Dolphins,Patriots,24,38,9/12/2011,2011,1,7.5,0,25,20,98,1,30,49,416,2,1,4,26,390,488,1,0,1,8,60,2,14,4,5,1893,622,1,0,0,1,1,1,0,27,22,106,1,32,48,517,4,1,1,1,516,622,0,0,1,7,50,8,13,0,0,1707,488,1,1,0,1,4,26
Steelers,Seahawks,24,0,9/18/2011,2011,2,-14,1,23,35,124,2,23,31,313,1,0,2,16,297,421,0,0,0,4,48,8,15,0,1,2324,164,0,0,0,0,5,26,1,8,13,31,0,20,29,159,0,0,5,26,133,164,0,0,0,6,66,2,12,1,2,1276,421,0,0,0,0,2,16
Jets,Jaguars,32,3,9/18/2011,2011,2,-9,1,15,32,101,1,17,24,182,2,2,1,0,182,283,0,0,2,7,60,3,12,0,0,2003,203,4,0,0,4,2,20,1,11,27,112,0,11,25,111,0,4,2,20,91,203,0,0,4,4,50,3,12,0,1,1597,283,2,0,0,2,1,0
Lions,Chiefs,48,3,9/18/2011,2011,2,-8,1,23,30,89,2,24,40,322,4,1,0,0,322,411,1,0,1,4,35,5,15,2,2,1944,267,3,3,3,6,2,17,1,12,29,151,0,15,23,133,0,3,2,17,116,267,3,3,6,8,70,2,11,0,0,1656,411,1,1,0,1,0,0
Titans,Ravens,26,13,9/18/2011,2011,2,6,1,21,29,74,1,30,42,358,1,1,0,0,358,432,0,0,1,6,70,7,17,2,2,2152,229,2,2,1,3,3,13,1,15,17,45,0,15,32,197,1,2,3,13,184,229,2,1,3,7,44,3,10,0,0,1448,432,1,0,0,1,0,0
Redskins,Cardinals,22,21,9/18/2011,2011,2,-4.5,1,28,35,172,0,25,43,291,2,2,1,8,283,455,0,0,2,3,15,6,17,1,1,2310,324,1,3,1,2,3,20,1,16,15,93,1,17,30,251,2,1,3,20,231,324,3,1,2,10,97,3,9,0,0,1290,455,2,0,0,2,1,8
Panthers,Packers,23,30,9/18/2011,2011,2,10.5,1,26,21,71,1,28,46,432,1,3,4,28,404,475,1,1,4,6,50,6,13,0,1,1954,419,0,1,1,1,1,13,1,16,21,124,1,19,30,308,2,0,1,13,295,419,1,1,1,7,57,5,12,0,1,1646,475,3,1,1,4,4,28
Saints,Bears,30,13,9/18/2011,2011,2,-5.5,1,16,29,118,0,26,37,270,3,0,1,6,264,382,1,1,1,7,41,8,17,1,1,2174,246,0,3,1,1,6,58,1,18,12,60,0,19,45,244,1,0,6,58,186,246,3,1,1,6,47,2,12,0,1,1426,382,0,1,1,1,1,6
Broncos,Bengals,24,22,9/18/2011,2011,2,-3.5,1,19,36,131,1,15,25,195,2,0,2,8,187,318,2,2,2,7,55,5,12,0,0,1815,382,0,0,0,0,2,22,1,18,20,72,0,27,41,332,2,0,2,22,310,382,0,0,0,7,69,1,11,0,2,1785,318,0,2,2,2,2,8
Colts,Browns,19,27,9/18/2011,2011,2,1.5,1,19,26,109,0,19,38,191,1,1,2,15,176,285,1,1,2,4,21,4,14,0,0,1526,303,0,4,1,1,1,14,1,18,34,106,2,22,32,211,1,0,1,14,197,303,4,1,1,3,49,8,16,1,1,2074,285,1,1,1,2,2,15
Dolphins,Texans,13,23,9/18/2011,2011,2,3,1,18,28,153,0,12,30,170,1,1,2,17,153,306,1,1,2,3,20,4,12,0,1,1554,345,0,0,0,0,3,23,1,19,36,138,0,21,29,230,2,0,3,23,207,345,0,0,0,4,76,5,15,1,1,2046,306,1,1,1,2,2,17
Vikings,Buccaneers,20,24,9/18/2011,2011,2,-1,1,25,33,186,2,18,30,228,0,0,2,16,212,398,2,1,1,8,65,5,11,0,0,2010,335,1,0,0,1,2,13,1,19,19,105,2,22,31,243,1,1,2,13,230,335,0,0,1,6,53,7,12,0,0,1590,398,0,2,1,1,2,16
49ers,Cowboys,24,27,9/18/2011,2011,2,3,1,14,24,74,1,16,24,179,2,1,6,47,132,206,0,0,1,5,25,8,16,0,0,1843,472,2,3,0,2,1,5,1,20,22,45,0,26,43,432,3,2,1,5,427,472,3,0,2,8,83,6,14,1,1,1930,206,1,0,0,1,6,47
Bills,Raiders,38,35,9/18/2011,2011,2,-4,1,34,24,223,2,28,46,264,3,1,1,6,258,481,0,0,1,3,26,4,11,2,2,1847,454,1,1,1,2,0,0,1,26,30,131,3,23,33,323,2,1,0,0,323,454,1,1,2,8,85,8,12,1,1,1753,481,1,0,0,1,1,6
Falcons,Eagles,35,31,9/18/2011,2011,2,2.5,1,20,29,138,1,17,28,195,4,2,4,15,180,318,0,0,2,7,57,6,13,0,0,1797,447,1,3,2,3,0,0,1,27,30,133,2,26,37,314,2,1,0,0,314,447,3,2,3,4,20,5,11,0,1,1803,318,2,0,0,2,4,15
Patriots,Chargers,35,21,9/18/2011,2011,2,-7,1,28,25,94,1,31,40,423,3,0,2,13,410,504,0,0,0,8,80,7,11,0,1,1742,470,2,2,2,4,2,6,1,29,24,98,1,29,40,378,2,2,2,6,372,470,2,2,4,6,44,10,12,0,1,1858,504,0,0,0,0,2,13
Giants,Rams,28,16,9/19/2011,2011,2,-7,1,22,38,119,1,19,30,223,2,1,3,19,204,323,0,0,1,5,55,5,15,1,2,2052,367,0,4,2,2,2,23,1,14,19,59,0,22,46,331,1,0,2,23,308,367,4,2,2,7,62,5,17,1,1,1548,323,1,0,0,1,3,19
Panthers,Jaguars,16,10,9/25/2011,2011,3,-3.5,2,16,28,107,0,18,34,158,1,0,0,0,158,265,0,0,0,8,69,6,16,0,0,1774,257,1,5,0,1,2,10,2,13,34,128,0,12,21,139,1,1,2,10,129,257,5,0,1,8,60,3,14,1,2,1826,265,0,0,0,0,0,0
Chargers,Chiefs,20,17,9/25/2011,2011,3,-14,2,22,30,117,2,24,38,266,0,2,2,8,258,375,2,0,2,4,40,8,14,0,1,2083,252,1,1,0,1,1,5,2,13,27,81,0,17,24,176,2,1,1,5,171,252,1,0,1,7,65,5,12,1,1,1517,375,2,2,0,2,2,8
Eagles,Giants,16,29,9/25/2011,2011,3,-8,2,25,40,177,1,20,30,211,0,3,2,12,199,376,3,0,3,7,36,7,15,1,2,2211,334,0,0,0,0,3,22,2,14,25,102,0,16,23,254,4,0,3,22,232,334,0,0,0,4,21,5,12,0,1,1389,376,3,3,0,3,2,12
Bengals,49ers,8,13,9/25/2011,2011,3,-1.5,2,14,20,79,0,17,32,157,0,2,1,8,149,228,1,1,3,6,40,1,10,0,0,1480,226,0,3,1,1,5,25,2,16,29,50,1,20,30,201,0,0,5,25,176,226,3,1,1,12,70,5,15,0,1,2120,228,2,1,1,3,1,8
Titans,Broncos,17,14,9/25/2011,2011,3,-7,2,17,23,38,0,27,36,311,2,0,2,16,295,333,3,2,2,11,80,8,15,1,1,1854,231,2,0,0,2,1,1,2,19,23,59,0,24,39,173,2,2,1,1,172,231,0,0,2,1,15,8,15,0,1,1746,333,0,3,2,2,2,16
Vikings,Lions,23,26,9/25/2011,2011,3,3,2,16,23,132,1,22,36,211,1,0,4,22,189,321,1,0,0,10,79,4,14,0,1,1670,358,0,1,0,0,5,40,2,19,19,20,0,32,46,378,2,0,5,40,338,358,1,0,0,7,65,7,17,0,0,2049,321,0,1,0,0,4,22
Colts,Steelers,20,23,9/25/2011,2011,3,11,2,14,21,97,1,18,40,153,0,0,1,9,144,241,1,1,1,3,21,7,16,0,0,1562,408,1,2,2,3,3,23,2,19,28,67,0,25,37,364,1,1,3,23,341,408,2,2,3,4,38,8,15,0,0,2038,241,0,1,1,1,1,9
Seahawks,Cardinals,13,10,9/25/2011,2011,3,3.5,2,16,30,122,1,18,31,171,0,1,4,32,139,261,1,0,1,8,39,6,16,0,0,1691,324,2,3,0,2,3,18,2,20,28,90,0,25,39,252,1,2,3,18,234,324,3,0,2,2,20,3,14,1,1,1909,261,1,1,0,1,4,32
Buccaneers,Falcons,16,13,9/25/2011,2011,3,-1,2,20,36,115,1,22,32,180,0,2,0,0,180,295,0,0,2,9,66,5,14,1,1,2152,325,1,2,2,3,4,35,2,21,15,30,0,26,47,330,1,1,4,35,295,325,2,2,3,7,50,5,13,0,1,1448,295,2,0,0,2,0,0
Saints,Texans,40,33,9/25/2011,2011,3,-3.5,2,27,22,100,2,31,44,370,3,2,2,16,354,454,0,0,2,4,26,8,13,0,0,1794,473,1,0,0,1,2,9,2,21,25,109,0,22,39,373,3,1,2,9,364,473,0,0,1,7,56,6,14,0,1,1806,454,2,0,0,2,2,16
Browns,Dolphins,17,16,9/25/2011,2011,3,1,2,19,19,70,0,19,39,210,2,1,0,0,210,280,0,0,1,8,85,3,11,1,1,1329,369,1,2,1,2,5,24,2,22,38,138,0,19,29,255,1,1,5,24,231,369,2,1,2,10,93,4,13,1,2,2271,280,1,0,0,1,0,0
Rams,Ravens,7,37,9/25/2011,2011,3,5.5,2,17,26,112,0,16,32,166,1,1,5,34,132,244,2,1,2,8,117,4,14,0,1,1729,553,0,3,1,1,2,4,2,25,26,168,0,27,48,389,3,0,2,4,385,553,3,1,1,5,32,6,15,1,1,1871,244,1,2,1,2,5,34
Raiders,Jets,34,24,9/25/2011,2011,3,2.5,2,23,32,234,4,18,27,156,0,0,1,7,149,383,0,0,0,7,55,0,8,0,0,1600,439,1,1,1,2,4,30,2,25,25,100,1,27,44,369,2,1,4,30,339,439,1,1,2,7,61,6,14,0,2,2000,383,0,0,0,0,1,7
Bills,Patriots,34,31,9/25/2011,2011,3,7,2,24,20,79,1,27,40,369,2,2,0,0,369,448,0,0,2,9,77,4,11,0,1,1725,495,4,0,0,4,0,0,2,30,26,108,0,30,45,387,4,4,0,0,387,495,0,0,4,8,93,3,9,2,2,1875,448,2,0,0,2,0,0
Cowboys,Redskins,18,16,9/25/2011,2011,3,-3.5,2,17,26,125,0,22,36,255,0,1,1,5,250,375,6,1,2,6,55,3,13,0,0,1896,298,1,1,1,2,3,17,2,20,22,65,0,22,37,250,1,1,3,17,233,298,1,1,2,4,35,3,12,0,0,1704,375,1,6,1,2,1,5
Bears,Packers,17,27,9/26/2011,2011,3,4,2,12,12,13,0,21,37,302,2,2,3,24,278,291,2,0,2,10,70,3,12,0,1,1351,392,1,2,1,2,2,5,2,24,29,100,0,28,38,297,3,1,2,5,292,392,2,1,2,7,35,5,13,0,0,2249,291,2,2,0,2,3,24
Ravens,Jets,34,17,10/2/2011,2011,4,-5,3,16,40,112,1,10,31,163,0,1,2,8,155,267,3,2,3,7,46,6,18,0,0,2248,150,1,5,3,4,2,7,3,7,19,38,0,11,35,119,0,1,2,7,112,150,5,3,4,9,69,4,15,0,1,1352,267,1,3,2,3,2,8
Bengals,Bills,23,20,10/2/2011,2011,4,3,3,25,32,171,1,18,36,298,1,2,2,11,287,458,1,0,2,3,15,5,12,0,0,1881,273,0,0,0,0,1,9,3,12,21,83,1,20,34,199,0,0,1,9,190,273,0,0,0,4,26,4,14,0,0,1719,458,2,1,0,2,2,11
Browns,Titans,13,31,10/2/2011,2011,4,-1,3,25,22,84,0,40,61,350,1,1,4,18,332,416,1,0,1,5,40,8,20,2,5,2213,332,1,0,0,1,0,0,3,13,29,112,0,10,21,220,3,1,0,0,220,332,0,0,1,5,45,4,12,0,0,1387,416,1,1,0,1,4,18
Chargers,Dolphins,26,16,10/2/2011,2011,4,-7,3,21,28,116,1,21,31,307,1,0,2,12,295,411,2,0,0,8,80,7,14,0,0,1998,248,2,0,0,2,3,18,3,16,22,72,1,20,30,194,0,2,3,18,176,248,0,0,2,2,41,3,10,0,0,1602,411,0,2,0,0,2,12
Rams,Redskins,10,17,10/2/2011,2011,4,2.5,3,14,17,45,0,20,43,164,1,0,7,37,127,172,4,1,1,9,65,6,18,1,2,1490,339,2,3,0,2,0,0,3,16,40,196,1,15,29,143,1,2,0,0,143,339,3,0,2,10,96,9,18,0,0,2110,172,0,4,1,1,7,37
Chiefs,Vikings,22,17,10/2/2011,2011,4,3,3,15,28,103,0,18,29,260,1,0,3,13,247,350,0,0,0,6,57,6,15,0,0,1670,341,1,1,0,1,2,12,3,17,30,151,0,18,30,202,2,1,2,12,190,341,1,0,1,6,45,5,14,2,3,1930,350,0,0,0,0,3,13
Packers,Broncos,49,23,10/2/2011,2011,4,-12.5,3,26,28,111,2,29,39,408,4,2,2,12,396,507,0,0,2,3,27,9,13,0,1,1981,384,3,1,1,4,1,8,3,18,23,119,0,22,32,273,3,3,1,8,265,384,1,1,4,3,24,4,11,1,1,1619,507,2,0,0,2,2,12
Cowboys,Lions,30,34,10/2/2011,2011,4,-2.5,3,25,27,113,0,34,47,331,3,3,1,10,321,434,0,0,3,7,33,5,13,0,2,2199,303,1,0,0,1,0,0,3,18,17,63,0,21,43,240,2,1,0,0,240,303,0,0,1,10,75,4,13,0,0,1401,434,3,0,0,3,1,10
Texans,Steelers,17,10,10/2/2011,2011,4,-4,3,17,35,180,1,14,21,138,1,0,0,0,138,318,1,0,0,9,64,6,12,0,0,1903,296,1,0,0,1,5,28,3,20,22,118,1,16,30,206,0,1,5,28,178,296,0,0,1,5,45,5,12,0,1,1697,318,0,1,0,0,0,0
Eagles,49ers,23,24,10/2/2011,2011,4,-10,3,23,20,108,0,30,46,416,2,1,2,11,405,513,2,2,3,5,55,5,13,0,0,1868,442,0,2,1,1,3,13,3,22,25,164,1,21,33,291,2,0,3,13,278,442,2,1,1,5,40,5,12,0,0,1732,513,1,2,2,3,2,11
Bears,Panthers,34,29,10/2/2011,2011,4,-6.5,3,15,31,224,2,9,17,102,0,1,1,9,93,317,0,0,1,5,45,3,10,1,1,1591,543,1,1,0,1,0,0,3,24,26,169,2,27,46,374,1,1,0,0,374,543,1,0,1,8,52,2,12,1,2,2009,317,1,0,0,1,1,9
Cardinals,Giants,27,31,10/2/2011,2011,4,-1,3,22,32,156,3,20,34,237,0,1,4,25,212,368,2,1,2,11,118,3,12,1,2,1919,360,0,2,2,2,1,15,3,24,24,54,2,27,40,321,2,0,1,15,306,360,2,2,2,7,55,6,13,0,0,1681,368,1,2,1,2,4,25
Seahawks,Falcons,28,30,10/2/2011,2011,4,6,3,20,15,53,1,25,38,319,3,2,0,0,319,372,0,0,2,6,40,6,11,0,0,1190,412,0,0,0,0,0,0,3,25,36,121,2,28,42,291,1,0,0,0,291,412,0,0,0,4,35,9,16,0,0,2410,372,2,0,0,2,0,0
Raiders,Patriots,19,31,10/2/2011,2011,4,6,3,24,27,160,1,25,39,344,1,2,0,0,344,504,1,0,2,9,85,8,13,0,1,2000,409,0,0,0,0,1,0,3,25,30,183,2,16,30,226,2,0,1,0,226,409,0,0,0,5,45,4,9,0,1,1600,504,2,1,0,2,0,0
Jaguars,Saints,10,23,10/2/2011,2011,4,8.5,3,15,17,104,0,16,42,196,1,1,3,26,170,274,1,0,1,2,15,4,15,0,4,1375,503,2,0,0,2,3,25,3,30,34,177,1,31,44,351,1,2,3,25,326,503,0,0,2,6,50,7,14,1,1,2225,274,1,1,0,1,3,26
Buccaneers,Colts,24,17,10/3/2011,2011,4,-10,3,25,36,192,2,25,39,287,1,0,2,13,274,466,0,0,0,14,106,7,17,2,2,2340,318,0,1,1,1,4,25,3,13,18,62,0,13,30,281,2,0,4,25,256,318,1,1,1,6,50,4,13,0,0,1260,466,0,0,0,0,2,13
Texans,Raiders,20,25,10/9/2011,2011,5,-5,4,21,25,70,0,24,51,416,2,2,3,13,403,473,1,0,2,6,50,8,20,0,0,2065,278,1,1,0,1,3,6,4,11,22,94,0,15,35,190,2,1,3,6,184,278,1,0,1,11,89,3,15,1,1,1535,473,2,1,0,2,3,13
Jaguars,Bengals,20,30,10/9/2011,2011,5,2,4,12,27,96,1,15,28,221,1,0,3,21,200,296,4,2,2,2,15,6,16,0,0,1647,239,1,1,0,1,2,17,4,13,31,77,1,21,33,179,2,1,2,17,162,239,1,0,1,4,33,8,19,2,3,1953,296,0,4,2,2,3,21
Patriots,Jets,30,21,10/9/2011,2011,5,-7.5,4,26,35,152,2,24,33,321,1,1,4,27,294,446,1,0,1,6,50,7,14,0,0,2035,255,0,0,0,0,2,8,4,14,25,97,1,16,26,166,2,0,2,8,158,255,0,0,0,8,89,3,11,0,0,1565,446,1,1,0,1,4,27
49ers,Buccaneers,48,3,10/9/2011,2011,5,-3,4,28,36,213,2,14,22,205,3,0,0,0,205,418,1,1,1,3,30,2,7,1,1,1862,272,2,1,1,3,3,8,4,14,23,86,0,18,35,194,0,2,3,8,186,272,1,1,3,9,96,7,16,0,1,1738,418,0,1,1,1,0,0
Vikings,Cardinals,34,10,10/9/2011,2011,5,-3.5,4,20,37,172,4,10,21,169,0,0,1,9,160,332,1,1,1,5,35,3,10,0,0,1739,291,3,2,1,4,4,40,4,18,24,77,1,23,48,254,0,3,4,40,214,291,2,1,4,6,64,8,18,2,4,1861,332,0,1,1,1,1,9
Falcons,Packers,14,25,10/9/2011,2011,5,6,4,18,22,95,1,18,32,167,1,2,1,11,156,251,0,0,2,5,44,5,11,0,0,1609,426,0,1,1,1,4,27,4,19,20,57,0,26,39,396,2,0,4,27,369,426,1,1,1,6,55,9,15,0,0,1991,251,2,0,0,2,1,11
Steelers,Titans,38,17,10/9/2011,2011,5,-3.5,4,26,28,174,0,25,35,261,5,1,1,4,257,431,0,0,1,5,51,7,12,1,1,1942,306,1,1,0,1,3,22,4,20,18,66,1,29,49,262,1,1,3,22,240,306,1,0,1,9,70,7,15,1,2,1658,431,1,0,0,1,1,4
Bills,Eagles,31,24,10/9/2011,2011,5,3,4,21,35,143,2,21,27,193,1,1,1,5,188,331,0,0,1,4,40,6,14,0,0,2018,489,4,1,1,5,0,0,4,24,20,174,1,26,40,315,2,4,0,0,315,489,1,1,5,5,46,2,9,1,1,1582,331,1,0,0,1,1,5
Broncos,Chargers,24,29,10/9/2011,2011,5,3.5,4,13,23,162,1,10,23,113,1,1,0,0,113,275,0,0,1,4,53,2,9,0,0,1192,418,1,2,1,2,5,38,4,25,43,206,1,18,29,250,1,1,5,38,212,418,2,1,2,0,0,8,16,0,0,2408,275,1,0,0,1,0,0
Colts,Chiefs,24,28,10/9/2011,2011,5,-2,4,15,27,78,1,15,27,277,2,0,0,0,277,355,0,0,0,4,40,5,12,0,1,1613,436,0,1,0,0,2,15,4,26,38,194,0,21,29,257,4,0,2,15,242,436,1,0,0,5,39,8,14,0,0,1987,355,0,0,0,0,0,0
Giants,Seahawks,25,36,10/9/2011,2011,5,-10,4,21,25,69,0,24,39,420,3,3,3,25,395,464,3,2,5,7,52,1,12,0,0,1874,424,1,3,2,3,6,36,4,26,29,145,1,26,41,315,2,1,6,36,279,424,3,2,3,10,70,4,15,1,1,1726,464,3,3,2,5,3,25
Panthers,Saints,27,30,10/9/2011,2011,5,6.5,4,20,22,162,2,16,31,224,2,1,1,5,219,381,1,0,1,7,65,7,12,0,0,1520,444,1,0,0,1,2,16,4,27,28,101,1,32,45,359,2,1,2,16,343,444,0,0,1,9,82,12,17,0,0,2080,381,1,1,0,1,1,5
Lions,Bears,24,13,10/10/2011,2011,5,-6.5,4,16,20,181,1,19,26,219,2,1,1,5,214,395,1,0,1,12,94,5,11,0,0,1257,359,0,0,0,0,3,12,4,23,25,122,0,28,38,249,1,0,3,12,237,359,0,0,0,14,104,4,13,0,1,2343,395,1,1,0,1,1,5
Lions,49ers,19,25,10/16/2011,2011,6,-5,5,21,18,66,0,28,50,293,2,0,5,49,244,310,2,0,0,6,54,2,15,1,2,1821,314,1,1,1,2,2,14,5,14,29,203,1,17,32,125,1,1,2,14,111,314,1,1,2,15,120,2,14,1,1,1779,310,0,2,0,0,5,49
Bears,Vikings,39,10,10/16/2011,2011,6,-2.5,5,22,28,119,1,21,31,267,2,0,1,9,258,377,2,1,1,3,15,4,11,0,0,1840,286,0,0,0,0,5,43,5,15,17,53,1,28,42,276,0,0,5,43,233,286,0,0,0,5,40,6,15,0,2,1760,377,0,2,1,1,1,9
Steelers,Jaguars,17,13,10/16/2011,2011,6,-12.5,5,15,32,185,1,12,23,200,1,0,3,15,185,370,1,0,0,8,65,7,15,0,0,1873,209,0,0,0,0,5,33,5,16,30,133,0,12,26,109,1,0,5,33,76,209,0,0,0,4,22,4,15,1,1,1727,370,0,1,0,0,3,15
Giants,Bills,27,24,10/16/2011,2011,6,-3.5,5,24,33,122,3,21,32,292,0,0,0,0,292,414,0,0,0,7,79,5,11,0,0,1847,374,2,1,0,2,3,25,5,17,23,155,1,21,30,244,2,2,3,25,219,374,1,0,2,7,75,5,11,1,2,1753,414,0,0,0,0,0,0
Raiders,Browns,24,17,10/16/2011,2011,6,-6.5,5,18,40,151,1,15,24,187,1,0,2,9,178,329,3,1,1,5,35,8,16,2,3,2081,268,0,1,1,1,2,12,4,18,21,65,0,21,45,215,2,0,2,12,203,268,1,1,1,5,34,8,16,0,1,1519,329,0,3,1,1,2,9
