home_team,away_team,home_score,away_score,date,year,week,home_spread,home_games_played,home_first_downs,home_rush_attempts,home_rushing_yards,home_rushing_touchdowns,home_pass_completions,home_pass_attempts,home_passing_yards,home_passing_touchdowns,home_interceptions_thrown,home_times_sacked,home_sacked_yards,home_net_passing_yards,home_total_yards,home_fumbles,home_fumbles_lost,home_turnovers,home_penalties,home_penalty_yards,home_third_down_conversions,home_third_downs,home_fourth_down_conversions,home_fourth_downs,home_time_of_possession,home_yards_allowed,home_interceptions,home_fumbles_forced,home_fumbles_recovered,home_turnovers_forced,home_sacks,home_sack_yards_forced,away_games_played,away_first_downs,away_rush_attempts,away_rushing_yards,away_rushing_touchdowns,away_pass_completions,away_pass_attempts,away_passing_yards,away_passing_touchdowns,away_interceptions_thrown,away_times_sacked,away_sacked_yards,away_net_passing_yards,away_total_yards,away_fumbles,away_fumbles_lost,away_turnovers,away_penalties,away_penalty_yards,away_third_down_conversions,away_third_downs,away_fourth_down_conversions,away_fourth_downs,away_time_of_possession,away_yards_allowed,away_interceptions,away_fumbles_forced,away_fumbles_recovered,away_turnovers_forced,away_sacks,away_sack_yards_forced
Giants,Cowboys,17,24,9/5/2012,2012,1,-3,0,15,19,82,1,21,32,213,1,0,3,26,187,269,1,1,1,4,33,4,12,2,2,1553,433,1,0,0,1,2,17,0,18,26,143,0,22,29,307,3,1,2,17,290,433,0,0,1,13,86,4,10,0,1,2047,269,0,1,1,1,3,26
Lions,Rams,27,23,9/9/2012,2012,1,-9.5,0,28,18,83,2,32,48,355,1,3,1,9,346,429,0,0,3,3,27,4,9,0,0,1794,250,0,2,0,0,4,25,0,14,26,77,0,17,25,198,1,0,4,25,173,250,2,0,0,7,65,4,12,0,0,1806,429,3,0,0,3,1,9
Texans,Dolphins,30,10,9/9/2012,2012,1,-13,0,19,35,83,2,20,31,266,1,0,2,12,254,337,0,0,0,4,35,7,17,0,0,2084,275,3,3,1,4,2,20,0,15,20,76,0,20,36,219,0,3,2,20,199,275,3,1,4,7,78,2,10,0,3,1516,337,0,0,0,0,2,12
Buccaneers,Panthers,16,10,9/9/2012,2012,1,2.5,0,18,36,130,0,16,24,138,1,0,2,10,128,258,0,0,0,4,35,5,14,0,0,2247,301,2,2,0,2,3,12,0,16,13,10,0,23,33,303,1,2,3,12,291,301,2,0,2,6,65,2,10,0,0,1353,258,0,0,0,0,2,10
Cardinals,Seahawks,20,16,9/9/2012,2012,1,3,0,18,20,43,1,20,36,215,1,1,1,5,210,253,2,1,2,10,102,3,10,0,0,1586,254,1,2,1,2,3,14,0,18,33,115,0,18,34,153,1,1,3,14,139,254,2,1,2,13,90,5,16,0,1,2014,253,1,2,1,2,1,5
Broncos,Steelers,31,19,9/9/2012,2012,1,-2,0,20,27,94,1,19,26,253,2,0,2,13,240,334,1,1,1,6,49,5,9,0,0,1495,284,1,1,0,1,5,36,0,19,26,75,0,22,40,245,2,1,5,36,209,284,1,0,1,8,52,11,19,1,2,2105,334,0,1,1,1,2,13
Jets,Bills,48,28,9/9/2012,2012,1,-3,0,21,36,118,1,19,27,266,3,1,0,0,266,384,2,0,1,5,34,10,14,0,0,1878,390,3,1,1,4,0,0,0,20,26,195,1,18,32,195,3,3,0,0,195,390,1,1,4,6,34,6,9,1,1,1722,384,1,2,0,1,0,0
Chiefs,Falcons,24,40,9/9/2012,2012,1,2.5,0,22,33,152,2,21,33,258,1,2,3,17,241,393,1,1,3,2,25,11,16,0,0,1915,376,0,1,0,0,1,7,0,21,23,84,1,23,31,299,3,0,1,7,292,376,1,0,0,2,12,5,10,0,0,1685,393,2,1,1,3,3,17
Bears,Colts,41,21,9/9/2012,2012,1,-9.5,0,26,33,114,3,21,35,333,2,1,2,19,314,428,0,0,1,7,48,4,12,0,0,2128,356,3,2,2,5,3,16,0,22,15,63,1,23,45,309,1,3,3,16,293,356,2,2,5,3,19,2,10,2,2,1472,428,1,0,0,1,2,19
Vikings,Jaguars,26,23,9/9/2012,2012,1,-3.5,0,20,29,123,2,20,27,270,0,0,2,4,266,389,1,1,1,5,47,2,10,0,0,1625,355,0,3,1,1,2,18,0,22,34,113,0,23,39,260,2,0,2,18,242,355,3,1,1,4,25,9,18,1,2,2269,389,0,1,1,1,2,4
Packers,49ers,22,30,9/9/2012,2012,1,-5,0,21,14,45,0,30,44,303,2,1,3,24,279,324,1,0,1,10,77,6,13,0,1,1620,377,0,1,0,0,4,20,0,22,32,186,1,20,26,211,2,0,4,20,191,377,1,0,0,8,66,2,9,0,0,1980,324,1,1,0,1,3,24
Saints,Redskins,32,40,9/9/2012,2012,1,-8.5,0,24,10,32,0,24,52,339,3,2,2,13,326,358,1,1,3,12,107,2,11,2,2,1250,459,0,3,0,0,2,14,0,22,43,153,2,19,26,320,2,0,2,14,306,459,3,0,0,12,127,4,15,1,1,2350,358,2,1,1,3,2,13
Browns,Eagles,16,17,9/9/2012,2012,1,9,0,12,22,99,0,12,35,118,0,4,2,7,111,210,2,0,4,3,35,2,13,0,0,1442,456,4,3,1,5,2,11,0,25,30,150,0,29,56,317,2,4,2,11,306,456,3,1,5,12,110,8,19,1,1,2158,210,4,2,0,4,2,7
Titans,Patriots,13,34,9/9/2012,2012,1,6.5,0,16,16,20,0,29,43,272,1,1,2,8,264,284,1,1,2,3,30,5,14,1,2,1739,390,0,0,0,0,1,8,0,25,35,162,1,23,31,236,2,0,1,8,228,390,0,0,0,3,20,6,12,0,0,1861,284,1,1,1,2,2,8
Raiders,Chargers,14,22,9/10/2012,2012,1,-1,0,21,20,45,0,32,46,297,1,0,3,21,276,321,4,1,1,6,35,5,15,0,2,1766,258,0,0,0,0,1,5,0,15,20,32,0,24,33,231,1,0,1,5,226,258,0,0,0,9,78,5,13,0,0,1834,321,0,4,1,1,3,21
Ravens,Bengals,44,13,9/10/2012,2012,1,-7,0,26,23,122,2,23,32,329,2,0,3,21,308,430,1,0,0,6,50,3,9,1,1,1654,322,1,2,1,2,4,28,0,20,28,129,1,22,37,221,0,1,4,28,193,322,2,1,2,3,41,4,15,2,3,1946,430,0,1,0,0,3,21
Packers,Bears,23,10,9/13/2012,2012,2,-5,1,19,28,106,0,23,33,246,2,1,5,31,215,321,2,1,2,4,54,4,14,1,1,1931,168,4,0,0,4,7,52,1,11,23,94,0,11,27,126,1,4,7,52,74,168,0,0,4,8,65,5,15,1,2,1669,321,1,2,1,2,5,31
Chargers,Titans,38,10,9/16/2012,2012,2,-6.5,1,27,39,148,2,24,32,284,3,1,4,16,268,416,3,0,1,4,41,10,17,1,1,2619,212,1,0,0,1,0,0,1,9,10,38,0,15,30,174,1,1,0,0,174,212,0,0,1,8,59,1,9,0,0,981,416,1,3,0,1,4,16
Giants,Buccaneers,41,34,9/16/2012,2012,2,-8.5,1,31,25,94,1,31,51,510,3,3,0,0,510,604,1,0,3,7,53,5,13,0,0,2009,307,2,1,0,2,2,15,1,14,22,79,1,15,28,243,2,2,2,15,228,307,1,0,2,5,33,2,10,0,0,1591,604,3,1,0,3,0,0
49ers,Lions,27,19,9/16/2012,2012,2,-7,1,24,27,148,1,20,31,226,2,0,3,25,201,349,2,1,1,5,62,4,11,0,0,1774,296,1,0,0,1,2,16,1,15,26,82,0,19,32,230,1,1,2,16,214,296,0,0,1,8,67,6,15,1,1,1826,349,0,2,1,1,3,25
Patriots,Cardinals,18,20,9/16/2012,2012,2,-12.5,1,25,28,90,0,28,46,316,1,1,4,19,297,387,0,0,1,8,60,5,15,0,0,1901,242,0,2,2,2,2,0,1,16,32,102,1,15,27,140,1,0,2,0,140,242,2,2,2,5,39,4,14,0,0,1699,387,1,0,0,1,4,19
Steelers,Jets,27,10,9/16/2012,2012,2,-4.5,1,21,28,66,1,24,31,275,2,0,3,10,265,331,0,0,0,10,107,8,15,0,0,2196,219,0,1,1,1,2,9,1,16,22,90,0,10,27,138,1,0,2,9,129,219,1,1,1,7,63,4,12,0,0,1404,331,0,0,0,0,3,10
Eagles,Ravens,24,23,9/16/2012,2012,2,-2.5,1,26,41,129,2,23,32,371,1,2,2,14,357,486,2,2,4,7,58,7,15,1,1,2061,325,1,1,1,2,2,18,1,17,21,111,1,22,42,232,1,1,2,18,214,325,1,1,2,6,45,4,14,0,2,1539,486,2,2,2,4,2,14
Seahawks,Cowboys,27,7,9/16/2012,2012,2,3,1,20,41,182,1,15,20,151,1,0,2,18,133,315,0,0,0,5,35,5,14,1,2,2079,296,1,4,1,2,1,4,1,17,16,49,0,23,40,251,1,1,1,4,247,296,4,1,2,5,47,7,13,0,0,1521,315,0,0,0,0,2,18
Dolphins,Raiders,35,13,9/16/2012,2012,2,1,1,24,43,263,4,18,30,200,1,0,1,11,189,452,0,0,0,3,21,9,17,1,1,2081,396,1,1,0,1,0,0,1,18,14,23,0,24,48,373,1,1,0,0,373,396,1,0,1,5,42,1,12,0,0,1519,452,0,0,0,0,1,11
Rams,Redskins,31,28,9/16/2012,2012,2,3.5,1,23,27,151,0,26,35,310,3,1,2,9,301,452,3,2,3,7,60,7,12,0,0,1884,373,1,0,0,1,1,9,1,18,29,176,2,20,29,206,1,1,1,9,197,373,0,0,1,11,96,4,13,0,0,1716,452,1,3,2,3,2,9
Colts,Vikings,23,20,9/16/2012,2012,2,3,1,17,30,84,0,20,31,224,2,0,2,30,194,278,0,0,0,7,51,7,16,0,0,1778,327,0,2,1,1,4,13,1,19,26,95,0,27,35,245,2,0,4,13,232,327,2,1,1,11,105,7,15,1,1,1822,278,0,0,0,0,2,30
Bengals,Browns,34,27,9/16/2012,2012,2,-7,1,21,25,80,0,24,31,318,3,1,6,23,295,375,0,0,1,6,54,4,12,1,1,1973,439,0,1,1,1,2,13,1,21,23,130,1,26,37,322,2,0,2,13,309,439,1,1,1,10,103,7,15,0,0,1627,375,1,0,0,1,6,23
Bills,Chiefs,35,17,9/16/2012,2012,2,-3,1,15,36,201,2,10,19,178,2,0,0,0,178,379,1,0,0,5,50,5,12,0,0,1761,422,1,3,2,3,5,29,1,25,24,150,0,23,42,301,2,1,5,29,272,422,3,2,3,4,33,5,14,0,0,1839,379,0,1,0,0,0,0
Panthers,Saints,35,27,9/16/2012,2012,2,3,1,23,41,219,3,14,20,253,1,0,1,9,244,463,1,1,1,4,34,6,12,0,1,1776,486,2,1,0,2,1,2,1,27,27,163,2,31,49,325,1,2,1,2,323,486,1,0,2,2,23,7,13,0,1,1824,463,0,1,1,1,1,9
Jaguars,Texans,7,27,9/16/2012,2012,2,6.5,1,9,14,65,0,9,21,76,1,0,3,24,52,117,1,1,1,8,71,0,9,0,0,1003,411,0,1,0,0,0,0,1,28,48,216,3,26,35,195,0,0,0,0,195,411,1,0,0,10,64,8,17,1,1,2597,117,0,1,1,1,3,24
Falcons,Broncos,27,21,9/17/2012,2012,2,-3,1,22,28,67,1,24,36,219,2,0,1,11,208,275,1,0,0,8,72,5,13,0,0,1960,336,3,1,1,4,3,23,1,24,27,118,2,24,37,241,1,3,3,23,218,336,1,1,4,10,96,4,12,1,1,1640,275,0,1,0,0,1,11
Panthers,Giants,7,36,9/20/2012,2012,3,-2.5,2,22,20,60,1,19,33,288,0,3,2,21,267,327,2,2,5,3,22,4,9,0,1,1430,405,0,1,0,0,2,12,2,24,29,125,2,28,37,292,1,0,2,12,280,405,1,0,0,5,38,7,14,0,0,2170,327,3,2,2,5,2,21
Bears,Rams,23,6,9/23/2012,2012,3,-7,2,20,34,103,1,17,31,183,0,1,2,12,171,274,0,0,1,6,45,4,14,1,1,2036,160,2,0,0,2,6,51,2,12,17,59,0,18,35,152,0,2,6,51,101,160,0,0,2,4,40,3,13,0,1,1564,274,1,0,0,1,2,12
Cowboys,Buccaneers,16,10,9/23/2012,2012,3,-8,2,14,23,38,1,25,39,283,0,1,4,24,259,297,2,2,3,13,105,5,16,0,1,1984,166,1,3,1,2,2,19,2,12,25,75,0,10,28,110,1,1,2,19,91,166,3,1,2,10,69,3,15,2,2,1616,297,1,2,2,3,4,24
Colts,Jaguars,17,22,9/23/2012,2012,3,-3,2,23,29,124,0,22,46,313,2,1,0,0,313,437,0,0,1,11,106,10,19,0,0,1944,333,0,2,0,0,1,7,2,15,32,185,1,10,21,155,1,0,1,7,148,333,2,0,0,6,67,4,13,0,0,1656,437,1,0,0,1,0,0
Cardinals,Eagles,27,6,9/23/2012,2012,3,3,2,16,34,99,0,17,24,222,2,0,3,29,193,292,0,0,0,5,45,6,15,0,1,2073,307,0,3,3,3,5,23,2,16,21,113,0,17,37,217,0,0,5,23,194,307,3,3,3,5,65,5,14,0,1,1527,292,0,0,0,0,3,29
Browns,Bills,14,24,9/23/2012,2012,3,3,2,17,13,33,1,27,43,237,1,2,4,30,207,240,2,0,2,6,57,3,11,0,0,1624,344,0,1,1,1,1,2,2,19,34,138,0,22,35,208,3,0,1,2,206,344,1,1,1,10,75,4,14,0,0,1976,240,2,2,0,2,4,30
Vikings,49ers,24,13,9/23/2012,2012,3,7,2,25,41,146,1,21,35,198,2,0,0,0,198,344,3,2,2,1,10,7,14,1,1,2008,280,1,2,2,3,3,13,2,19,20,89,0,24,35,204,1,1,3,13,191,280,2,2,3,6,60,4,10,0,0,1592,344,0,3,2,2,0,0
Dolphins,Jets,20,23,9/23/2012,2012,3,2.5,2,23,43,185,2,16,36,196,0,1,0,0,196,381,1,1,2,11,65,10,19,0,0,2013,388,2,1,0,2,2,11,2,21,32,93,0,21,45,306,1,2,2,11,295,388,1,0,2,9,108,6,17,1,1,2123,381,1,1,1,2,0,0
Redskins,Bengals,31,38,9/23/2012,2012,3,-3,2,31,35,202,2,21,34,221,1,0,5,42,179,381,3,1,1,6,60,3,12,0,0,1950,478,1,1,1,2,2,16,2,22,28,93,1,20,28,401,4,1,2,16,385,478,1,1,2,8,80,3,9,0,1,1650,381,0,3,1,1,5,42
Broncos,Texans,25,31,9/23/2012,2012,3,1.5,2,24,21,59,0,26,52,330,2,0,3,14,316,375,1,1,1,7,75,6,17,0,0,1700,436,1,1,1,2,1,6,2,23,34,152,0,17,30,290,4,1,1,6,284,436,1,1,2,9,69,7,14,0,0,1900,375,0,1,1,1,3,14
Raiders,Steelers,34,31,9/23/2012,2012,3,3.5,2,21,21,119,1,24,34,209,3,1,1,7,202,321,0,0,1,3,25,7,12,0,0,1425,433,0,4,2,2,1,5,2,24,20,54,0,36,49,384,3,0,1,5,379,433,4,2,2,10,81,8,14,2,2,2175,321,1,0,0,1,1,7
