id,home_team,away_team,home_score,away_score,date,year,week,home_spread,home_won_toss,roof,surface,duration,attendance,temperature,humidity,wind_speed,wind_chill,home_games_played,home_first_quarter_points,home_second_quarter_points,home_third_quarter_points,home_fourth_quarter_points,home_overtime_points,home_first_downs,home_rush_attempts,home_rushing_yards,home_rushing_touchdowns,home_pass_completions,home_pass_attempts,home_passing_yards,home_passing_touchdowns,home_interceptions_thrown,home_times_sacked,home_sacked_yards,home_net_passing_yards,home_total_yards,home_fumbles,home_fumbles_lost,home_turnovers,home_penalties,home_penalty_yards,home_third_down_conversions,home_third_downs,home_fourth_down_conversions,home_fourth_downs,home_time_of_possession,home_yards_allowed,home_interceptions,home_fumbles_forced,home_fumbles_recovered,home_turnovers_forced,home_sacks,home_sack_yards_forced,away_games_played,away_first_quarter_points,away_second_quarter_points,away_third_quarter_points,away_fourth_quarter_points,away_overtime_points,away_first_downs,away_rush_attempts,away_rushing_yards,away_rushing_touchdowns,away_pass_completions,away_pass_attempts,away_passing_yards,away_passing_touchdowns,away_interceptions_thrown,away_times_sacked,away_sacked_yards,away_net_passing_yards,away_total_yards,away_fumbles,away_fumbles_lost,away_turnovers,away_penalties,away_penalty_yards,away_third_down_conversions,away_third_downs,away_fourth_down_conversions,away_fourth_downs,away_time_of_possession,away_yards_allowed,away_interceptions,away_fumbles_forced,away_fumbles_recovered,away_turnovers_forced,away_sacks,away_sack_yards_forced,home_average_win_probability,away_average_win_probability
0eb268f3-7659-452d-bada-e0e08e1b02d5,Saints,Vikings,14,9,9/9/2010,2010,1,-5.0,True,dome,sportturf,163.0,70051.0,,,,,0,7.0,0.0,7.0,0.0,0.0,18,25,79,1,27,36,237,1,0,1,8,229,308,1,0,0,3,20,3,11,0,0,2023,253,1,1,0,1,1,9,0,0.0,9.0,0.0,0.0,0.0,12,23,91,0,15,27,171,1,1,1,9,162,253,1,0,1,6,60,5,13,0,0,1577,308,0,1,0,0,1,8,0.6891984773915556,0.3108015226084444
1f1222c8-cfa8-424e-bdb9-8a1983516096,Bears,Lions,19,14,9/12/2010,2010,1,-6.5,True,outdoors,grass,192.0,62080.0,75.0,45.0,10.0,0.0,0,3.0,10.0,0.0,6.0,0.0,23,31,101,0,23,35,372,2,1,4,10,362,463,4,3,4,9,100,6,14,0,1,2082,168,1,3,2,3,2,23,0,7.0,7.0,0.0,0.0,0.0,13,21,20,2,20,34,171,0,1,2,23,148,168,3,2,3,7,40,4,14,0,1,1518,463,1,4,3,4,4,10,0.4841523833362778,0.5158476166637223
02be2600-1192-4d8f-a7f1-4fa822090fae,Giants,Panthers,31,18,9/12/2010,2010,1,-6.0,False,outdoors,fieldturf,199.0,77245.0,64.0,67.0,10.0,0.0,0,7.0,7.0,10.0,7.0,0.0,21,36,118,1,20,30,263,3,3,1,5,258,376,1,1,4,9,95,5,14,1,1,2079,237,3,3,2,5,4,34,0,3.0,13.0,0.0,2.0,0.0,14,24,89,0,14,35,182,1,3,4,34,148,237,3,2,5,7,63,8,17,0,1,1521,376,3,1,1,4,1,5,0.6312734364018888,0.3687265635981112
b09b9f8c-395c-4cac-81e3-bcf4a351e273,Seahawks,49ers,31,6,9/12/2010,2010,1,3.0,True,outdoors,fieldturf,185.0,67044.0,64.0,0.0,11.0,0.0,0,0.0,14.0,14.0,3.0,0.0,14,23,77,1,18,23,170,2,1,1,5,165,242,0,0,1,5,35,5,11,0,0,1635,263,2,1,0,2,2,11,0,3.0,3.0,0.0,0.0,0.0,14,19,49,0,26,45,225,0,2,2,11,214,263,1,0,2,8,60,1,15,2,3,1965,242,1,0,0,1,1,5,0.6799643711106945,0.3200356288893055
cf517df5-c4d9-45ab-b757-5983e6e66095,Buccaneers,Browns,17,14,9/12/2010,2010,1,-2.5,True,outdoors,grass,183.0,47211.0,87.0,78.0,6.0,,0,3.0,7.0,0.0,7.0,0.0,13,30,119,0,17,28,182,2,1,3,13,169,288,1,1,2,6,55,7,17,0,1,1941,340,2,3,1,3,0,0,0,7.0,7.0,0.0,0.0,0.0,15,23,104,1,21,38,236,1,2,0,0,236,340,3,1,3,5,47,5,13,0,1,1659,288,1,1,1,2,3,13,0.4056129247238889,0.5943870752761111
dc20adb7-015b-4030-968d-6a9d149db751,Steelers,Falcons,15,9,9/12/2010,2010,1,-3.0,True,outdoors,grass,194.0,63609.0,65.0,67.0,9.0,,0,3.0,0.0,3.0,3.0,6.0,14,31,143,1,18,26,236,0,1,3,25,211,354,0,0,1,4,25,4,14,0,0,1926,295,1,0,0,1,2,15,0,0.0,3.0,3.0,3.0,0.0,18,25,58,0,27,44,252,0,1,2,15,237,295,0,0,1,3,24,6,16,0,0,1829,354,1,0,0,1,3,25,0.5089649003286818,0.4910350996713182
c3c967ce-796a-4658-a481-a5c75c743e94,Bills,Dolphins,10,15,9/12/2010,2010,1,3.0,Dolphins (deferred),outdoors,astroplay,183.0,69295.0,62.0,81.0,7.0,0.0,0,0.0,3.0,0.0,7.0,0.0,9,17,50,0,18,34,139,1,0,3,23,116,166,1,0,0,5,35,3,14,1,3,1387,296,0,0,0,0,3,18,0,3.0,7.0,0.0,5.0,0.0,19,36,132,1,21,34,182,0,0,3,18,164,296,0,0,0,3,15,8,18,0,0,2213,166,0,1,0,0,3,23,0.23166809212594444,0.7683319078740556
f09b45cc-8df1-45a8-bd57-758fb7b3c8e1,Rams,Cardinals,13,17,9/12/2010,2010,1,3.0,False,dome,astroplay,210.0,52440.0,,,,,0,0.0,10.0,3.0,0.0,0.0,20,24,85,0,32,55,253,1,3,2,13,240,325,2,1,4,5,40,8,20,2,3,1971,378,0,7,4,4,2,31,0,0.0,10.0,0.0,7.0,0.0,21,21,112,1,22,41,297,1,0,2,31,266,378,7,4,4,10,72,5,13,0,0,1629,325,3,2,1,4,2,13,0.4647559177839445,0.5352440822160556
b24544b9-9332-4210-bd55-757e06597a3f,Jaguars,Broncos,24,17,9/12/2010,2010,1,-3.0,False,outdoors,grass,206.0,63636.0,90.0,67.0,10.0,0.0,0,0.0,7.0,10.0,7.0,0.0,18,34,134,0,16,21,170,3,0,1,5,165,299,0,0,0,5,47,3,10,1,2,1770,363,1,1,1,2,3,21,0,0.0,7.0,7.0,3.0,0.0,21,25,89,1,21,33,295,1,1,3,21,274,363,1,1,2,7,70,3,10,1,2,1830,299,0,0,0,0,1,5,0.5891560295237778,0.41084397047622223
5c3b06fa-84d1-4087-b39a-7c71932904b4,Titans,Raiders,38,13,9/12/2010,2010,1,-6.0,Titans (deferred),outdoors,grass,184.0,69143.0,77.0,45.0,9.0,0.0,0,10.0,14.0,7.0,7.0,0.0,17,39,205,3,13,17,154,2,0,2,14,140,345,2,1,1,8,81,8,15,0,0,1864,286,1,4,1,2,4,30,0,3.0,3.0,0.0,7.0,0.0,21,26,136,0,22,37,180,1,1,4,30,150,286,4,1,2,10,77,3,14,0,2,1736,345,0,2,1,1,2,14,0.8220597636459168,0.17794023635408318
