id,home_team,away_team,home_score,away_score,date,year,week,home_spread,home_won_toss,roof,surface,duration,attendance,temperature,humidity,wind_speed,wind_chill,home_games_played,home_first_quarter_points,home_second_quarter_points,home_third_quarter_points,home_fourth_quarter_points,home_overtime_points,home_first_downs,home_rush_attempts,home_rushing_yards,home_rushing_touchdowns,home_pass_completions,home_pass_attempts,home_passing_yards,home_passing_touchdowns,home_interceptions_thrown,home_times_sacked,home_sacked_yards,home_net_passing_yards,home_total_yards,home_fumbles,home_fumbles_lost,home_turnovers,home_penalties,home_penalty_yards,home_third_down_conversions,home_third_downs,home_fourth_down_conversions,home_fourth_downs,home_time_of_possession,home_yards_allowed,home_interceptions,home_fumbles_forced,home_fumbles_recovered,home_turnovers_forced,home_sacks,home_sack_yards_forced,away_games_played,away_first_quarter_points,away_second_quarter_points,away_third_quarter_points,away_fourth_quarter_points,away_overtime_points,away_first_downs,away_rush_attempts,away_rushing_yards,away_rushing_touchdowns,away_pass_completions,away_pass_attempts,away_passing_yards,away_passing_touchdowns,away_interceptions_thrown,away_times_sacked,away_sacked_yards,away_net_passing_yards,away_total_yards,away_fumbles,away_fumbles_lost,away_turnovers,away_penalties,away_penalty_yards,away_third_down_conversions,away_third_downs,away_fourth_down_conversions,away_fourth_downs,away_time_of_possession,away_yards_allowed,away_interceptions,away_fumbles_forced,away_fumbles_recovered,away_turnovers_forced,away_sacks,away_sack_yards_forced,home_average_win_probability,away_average_win_probability
d2d7140c-a3b5-4581-b15a-85c4b2219ce5,Patriots,Steelers,28,21,9/10/2015,2015,1,-7.0,Patriots (deferred),outdoors,fieldturf,180.0,66829.0,65.0,0.0,7.0,0.0,0,0.0,14.0,7.0,7.0,0.0,26,24,80,0,25,32,288,4,0,2,7,281,361,1,0,0,7,64,7,11,0,0,1675,464,1,0,0,1,3,21,0,0.0,3.0,8.0,10.0,0.0,23,25,134,1,26,38,351,1,1,3,21,330,464,0,0,1,8,77,7,15,2,2,1925,361,0,1,0,0,2,7,0.7525315411971112,0.2474684588028888
00ca9cfd-661c-4ff2-9755-db3be9d64d90,Broncos,Ravens,19,13,9/13/2015,2015,1,-4.0,Broncos (deferred),outdoors,grass,176.0,76798.0,88.0,8.0,13.0,0.0,0,6.0,3.0,7.0,3.0,0.0,16,25,69,0,24,40,175,0,1,4,25,150,219,0,0,1,8,45,8,18,0,0,2237,173,2,0,0,2,2,17,0,0.0,3.0,10.0,0.0,0.0,11,23,73,0,18,32,117,0,2,2,17,100,173,0,0,2,3,15,2,13,1,1,1363,219,1,0,0,1,4,25,0.5787996685086111,0.4212003314913889
33a41811-5c60-47d3-a795-ac9e3cdd63a8,Jets,Browns,31,10,9/13/2015,2015,1,-4.0,Browns (deferred),outdoors,fieldturf,180.0,78160.0,77.0,49.0,8.0,0.0,0,0.0,14.0,10.0,7.0,0.0,18,36,154,2,15,24,179,2,1,0,0,179,333,1,0,1,4,30,7,13,0,1,1700,321,1,4,4,5,3,14,0,0.0,10.0,0.0,0.0,0.0,15,28,104,0,18,32,231,1,1,3,14,217,321,4,4,5,12,109,8,16,1,2,1900,333,1,1,0,1,0,0,0.6789798772068055,0.3210201227931945
902481ed-106b-4b92-ab16-423088cfdad4,Chargers,Lions,33,28,9/13/2015,2015,1,-4.0,Chargers (deferred),outdoors,grass,183.0,66093.0,84.0,47.0,10.0,0.0,0,3.0,7.0,10.0,13.0,0.0,28,31,96,2,34,41,403,2,2,2,16,387,483,2,1,3,5,40,6,11,0,0,2292,302,2,1,0,2,1,13,0,7.0,14.0,0.0,7.0,0.0,16,16,69,1,19,30,246,2,2,1,13,233,302,1,0,2,4,29,3,10,0,0,1308,483,2,2,1,3,2,16,0.3933569926871111,0.6066430073128889
a12b60bf-49c3-4b48-8c54-f0a435c3cbfc,Jaguars,Panthers,9,20,9/13/2015,2015,1,3.0,Panthers (deferred),outdoors,grass,187.0,60733.0,77.0,55.0,7.0,0.0,0,3.0,6.0,0.0,0.0,0.0,18,21,96,0,22,40,183,1,2,5,14,169,265,1,1,3,3,25,3,12,1,2,1554,263,1,0,0,1,2,17,0,3.0,7.0,7.0,3.0,0.0,17,35,105,0,18,31,175,1,1,2,17,158,263,0,0,1,3,22,8,17,1,1,2046,265,2,1,1,3,5,14,0.29928183102166667,0.7007181689783333
60f79f6d-d136-47fc-b0b1-f4d49c590ed1,Cowboys,Giants,27,26,9/13/2015,2015,1,-7.0,True,retractable roof (closed),matrixturf,195.0,93579.0,,,,,0,3.0,3.0,7.0,14.0,0.0,27,23,80,0,36,45,356,3,2,0,0,356,436,3,1,3,3,35,6,11,0,0,2230,289,0,0,0,0,1,3,0,3.0,10.0,3.0,10.0,0.0,18,24,99,1,20,36,193,0,0,1,3,190,289,0,0,0,5,44,6,14,0,0,1370,436,2,3,1,3,0,0,0.3631037266341667,0.6368962733658333
f358d2eb-82bb-4cf2-b07b-38214bf205dc,Cardinals,Saints,31,19,9/13/2015,2015,1,-2.0,True,retractable roof (closed),grass,187.0,62903.0,,,,,0,7.0,7.0,3.0,14.0,0.0,25,25,120,1,19,32,307,3,0,0,0,307,427,1,1,1,5,30,5,10,0,0,1596,408,1,0,0,1,2,1,0,3.0,7.0,3.0,6.0,0.0,18,20,54,0,30,48,355,1,1,2,1,354,408,0,0,1,7,73,7,18,0,1,2004,427,0,1,1,1,0,0,0.6561031184616112,0.3438968815383888
703f7ee0-7fb8-4c43-834c-5e69ee3a7e62,Texans,Chiefs,20,27,9/13/2015,2015,1,1.0,Texans (deferred),retractable roof (closed),grass,196.0,71776.0,,,,,0,6.0,3.0,0.0,11.0,0.0,24,21,98,0,26,47,334,2,1,5,36,298,396,2,1,2,6,39,3,14,0,1,1481,330,0,1,0,0,2,10,0,14.0,13.0,0.0,0.0,0.0,19,32,97,0,22,33,243,3,0,2,10,233,330,1,0,0,2,25,3,13,0,0,2119,396,1,2,1,2,5,36,0.10798316189047223,0.8920168381095278
a3f81185-d378-4d4c-942c-2705b4b202eb,Redskins,Dolphins,10,17,9/13/2015,2015,1,4.0,Dolphins (deferred),outdoors,grass,180.0,76512.0,69.0,58.0,10.0,0.0,0,3.0,7.0,0.0,0.0,0.0,20,37,161,0,21,31,196,1,2,1,8,188,349,1,0,2,11,88,6,14,0,1,2274,256,0,2,1,1,3,44,0,0.0,7.0,0.0,10.0,0.0,19,18,74,0,22,34,226,1,0,3,44,182,256,2,1,1,6,39,5,12,0,1,1326,349,2,1,0,2,1,8,0.5016883462854445,0.49831165371455555
cd6fa85e-6b79-40bf-923a-5d3407ee3f68,Buccaneers,Titans,14,42,9/13/2015,2015,1,-3.0,Buccaneers (deferred),outdoors,grass,186.0,63945.0,84.0,66.0,8.0,,0,0.0,7.0,0.0,7.0,0.0,16,26,92,0,16,33,210,2,2,4,29,181,273,2,0,2,12,97,3,14,2,4,1710,309,0,2,1,1,2,24,0,21.0,14.0,7.0,0.0,0.0,20,32,124,1,13,15,209,4,0,2,24,185,309,2,1,1,8,55,4,9,0,0,1890,273,2,2,0,2,4,29,0.06008999246269445,0.9399100075373056
d1be00be-ee87-478f-9cf5-f1ef58eb8f41,Bears,Packers,23,31,9/13/2015,2015,1,6.0,Packers (deferred),outdoors,grass,195.0,62442.0,72.0,39.0,11.0,0.0,0,3.0,10.0,3.0,7.0,0.0,25,33,189,1,18,36,225,1,1,2,12,213,402,0,0,1,6,64,11,17,2,3,1912,322,0,0,0,0,0,0,0,7.0,3.0,7.0,14.0,0.0,21,30,133,1,18,23,189,3,0,0,0,189,322,0,0,0,10,74,6,10,1,1,1688,402,1,0,0,1,2,12,0.3851302218219167,0.6148697781780833
cb6555a7-31d7-4f62-8db7-cbdde84746f3,Rams,Seahawks,34,31,9/13/2015,2015,1,4.0,Rams (deferred),dome,astroplay,210.0,51792.0,,,,,0,0.0,10.0,14.0,7.0,3.0,19,26,76,2,18,27,297,1,0,2,21,276,352,3,3,3,4,30,6,11,0,0,1712,343,1,0,0,1,6,32,0,7.0,3.0,3.0,18.0,0.0,21,32,124,0,32,41,251,1,1,6,32,219,343,0,0,1,7,46,8,19,1,2,2248,352,0,3,3,3,2,21,0.5104801560986364,0.4895198439013636
