home_team,away_team,home_score,away_score,date,year,week,home_spread,home_games_played,home_first_downs,home_rush_attempts,home_rushing_yards,home_rushing_touchdowns,home_pass_completions,home_pass_attempts,home_passing_yards,home_passing_touchdowns,home_interceptions_thrown,home_times_sacked,home_sacked_yards,home_net_passing_yards,home_total_yards,home_fumbles,home_fumbles_lost,home_turnovers,home_penalties,home_penalty_yards,home_third_down_conversions,home_third_downs,home_fourth_down_conversions,home_fourth_downs,home_time_of_possession,home_yards_allowed,home_interceptions,home_fumbles_forced,home_fumbles_recovered,home_turnovers_forced,home_sacks,home_sack_yards_forced,away_games_played,away_first_downs,away_rush_attempts,away_rushing_yards,away_rushing_touchdowns,away_pass_completions,away_pass_attempts,away_passing_yards,away_passing_touchdowns,away_interceptions_thrown,away_times_sacked,away_sacked_yards,away_net_passing_yards,away_total_yards,away_fumbles,away_fumbles_lost,away_turnovers,away_penalties,away_penalty_yards,away_third_down_conversions,away_third_downs,away_fourth_down_conversions,away_fourth_downs,away_time_of_possession,away_yards_allowed,away_interceptions,away_fumbles_forced,away_fumbles_recovered,away_turnovers_forced,away_sacks,away_sack_yards_forced
Broncos,Bills,22,7,9/3/1995,1995,1,-6,0,24,37,140,1,22,41,317,0,1,2,18,299,439,2,0,1,9,86,9,19,0,0,2229,234,0,0,0,0,2,16,0,14,20,60,0,15,32,190,1,0,2,16,174,234,0,0,0,9,76,1,12,1,3,1371,439,1,2,0,1,2,18
Falcons,Panthers,23,20,9/3/1995,1995,1,-8.5,0,20,26,117,0,27,46,290,2,1,3,16,274,391,2,2,3,4,28,9,18,0,0,2157,312,0,2,1,1,9,68,0,17,20,51,0,23,44,329,2,0,9,68,261,312,2,1,1,7,40,4,18,0,1,1820,391,1,2,2,3,3,16
Seahawks,Chiefs,10,34,9/3/1995,1995,1,0,0,20,18,78,0,24,46,286,1,1,3,22,264,342,1,1,2,6,45,4,14,1,1,1641,419,0,0,0,0,0,0,0,17,33,141,0,18,23,278,3,0,0,0,278,419,0,0,0,4,25,5,11,0,0,1959,342,1,1,1,2,3,22
Colts,Bengals,21,24,9/3/1995,1995,1,-6.5,0,24,31,144,0,28,44,282,2,3,4,36,246,390,3,0,3,4,64,9,18,3,3,2317,336,0,1,1,1,0,0,0,18,23,87,0,19,34,249,1,0,0,0,249,336,1,1,1,5,30,0,9,0,0,1439,390,3,3,0,3,4,36
Dolphins,Jets,52,14,9/3/1995,1995,1,-9,0,22,36,111,3,17,29,258,3,2,1,7,251,362,3,2,4,5,44,4,11,1,1,1874,259,4,3,2,6,2,15,0,16,16,64,0,24,44,210,1,4,2,15,195,259,3,2,6,9,110,2,11,0,1,1726,362,2,3,2,4,1,7
Raiders,Chargers,17,7,9/3/1995,1995,1,-4,0,19,33,139,1,14,26,136,1,0,5,28,108,247,2,0,0,6,45,5,15,0,0,2001,371,1,3,2,3,1,11,0,20,20,77,0,23,47,305,1,1,1,11,294,371,3,2,3,7,55,4,13,0,3,1599,247,0,2,0,0,5,28
Saints,49ers,22,24,9/3/1995,1995,1,8.5,0,15,13,26,0,23,38,266,2,1,1,14,252,278,2,1,2,3,20,5,12,0,1,1297,436,1,4,2,3,5,27,0,26,35,154,0,26,35,309,2,1,5,27,282,436,4,2,3,8,55,7,13,1,1,2303,278,1,2,1,2,1,14
Steelers,Lions,23,20,9/3/1995,1995,1,-5.5,0,26,33,150,2,22,35,212,0,4,1,8,204,354,2,0,4,6,47,8,14,0,0,2031,302,1,0,0,1,2,15,0,16,22,122,0,18,32,195,2,1,2,15,180,302,0,0,1,10,83,5,13,0,0,1569,354,4,2,0,4,1,8
Packers,Rams,14,17,9/3/1995,1995,1,-6.5,0,21,18,53,0,29,51,299,2,3,4,37,262,315,1,0,3,9,75,5,14,1,1,1850,187,0,0,0,0,5,33,0,11,23,54,0,19,30,166,2,0,5,33,133,187,0,0,0,6,42,6,16,0,0,1750,315,3,1,0,3,4,37
Bears,Vikings,31,14,9/3/1995,1995,1,-2.5,0,20,28,143,1,19,28,262,3,1,1,8,254,397,1,0,1,6,31,4,11,0,0,1653,348,1,0,0,1,3,17,0,21,25,118,1,26,37,247,1,1,3,17,230,348,0,0,1,7,61,5,13,1,2,1947,397,1,1,0,1,1,8
