mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_class_weight,param_max_iter,param_penalty,param_random_state,param_solver,param_tol,param_multi_class,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score,probability
0.00718073844909668,0.0009774181316799537,0.000797891616821289,0.00039894587609056776,0.0001,,900,l2,42,newton-cg,0.001,,"{'C': 0.0001, 'class_weight': None, 'max_iter': 900, 'penalty': 'l2', 'random_state': 42, 'solver': 'newton-cg', 'tol': 0.001}",0.7491408934707904,0.7344827586206896,0.7458213256484151,0.7361823361823362,0.7383390216154722,0.7407936179113768,0.005694018415257784,61,0.7389869421724782,0.742750502440425,0.7391613361762615,0.7416726233023588,0.7411225658648338,0.7407387939912715,0.0014576451468532746,0.9699976030178294
0.008377408981323243,0.0014930309443129005,0.0007977485656738281,0.00039887432558979505,0.0001,,900,l2,42,newton-cg,0.0001,,"{'C': 0.0001, 'class_weight': None, 'max_iter': 900, 'penalty': 'l2', 'random_state': 42, 'solver': 'newton-cg', 'tol': 0.0001}",0.7491408934707904,0.7344827586206896,0.7458213256484151,0.7361823361823362,0.7383390216154722,0.7407936179113768,0.005694018415257784,61,0.7389869421724782,0.742750502440425,0.7391613361762615,0.7416726233023588,0.7411225658648338,0.7407387939912715,0.0014576451468532746,0.9699976030178294
0.008178615570068359,0.0011634154241704925,0.0005981922149658203,0.0004884219525686784,0.0001,,900,l2,42,newton-cg,1e-05,,"{'C': 0.0001, 'class_weight': None, 'max_iter': 900, 'penalty': 'l2', 'random_state': 42, 'solver': 'newton-cg', 'tol': 1e-05}",0.7491408934707904,0.7344827586206896,0.7458213256484151,0.7361823361823362,0.7383390216154722,0.7407936179113768,0.005694018415257784,61,0.7389869421724782,0.742750502440425,0.7391613361762615,0.7416726233023588,0.7411225658648338,0.7407387939912715,0.0014576451468532746,0.9699976030178294
0.0037900447845458985,0.0003988268556689802,0.0009972095489501954,2.86102294921875e-07,0.0001,,900,l2,42,lbfgs,0.001,,"{'C': 0.0001, 'class_weight': None, 'max_iter': 900, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs', 'tol': 0.001}",0.7491408934707904,0.7344827586206896,0.7458213256484151,0.7361823361823362,0.7383390216154722,0.7407936179113768,0.005694018415257784,61,0.7389869421724782,0.742750502440425,0.7391613361762615,0.7416726233023588,0.7413027916964925,0.7407748391576032,0.001468874614199737,0.9897997627419513
0.004587745666503907,0.0007981542814238752,0.000797891616821289,0.000398945904587374,0.0001,,900,l2,42,lbfgs,0.0001,,"{'C': 0.0001, 'class_weight': None, 'max_iter': 900, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs', 'tol': 0.0001}",0.7491408934707904,0.7344827586206896,0.7458213256484151,0.7361823361823362,0.7383390216154722,0.7407936179113768,0.005694018415257784,61,0.7389869421724782,0.742750502440425,0.7391613361762615,0.7416726233023588,0.7413027916964925,0.7407748391576032,0.001468874614199737,0.9897997627419513
0.004388046264648437,0.0004884613438869369,0.0005988121032714844,0.0004889283372186467,0.0001,,900,l2,42,lbfgs,1e-05,,"{'C': 0.0001, 'class_weight': None, 'max_iter': 900, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs', 'tol': 1e-05}",0.7491408934707904,0.7344827586206896,0.7458213256484151,0.7361823361823362,0.7383390216154722,0.7407936179113768,0.005694018415257784,61,0.7389869421724782,0.742750502440425,0.7391613361762615,0.7416726233023588,0.7413027916964925,0.7407748391576032,0.001468874614199737,0.9897997627419513
0.0065821647644042965,0.0010168500309818565,0.0007980823516845703,0.00039904152840590024,0.0001,,900,l2,42,sag,0.001,,"{'C': 0.0001, 'class_weight': None, 'max_iter': 900, 'penalty': 'l2', 'random_state': 42, 'solver': 'sag', 'tol': 0.001}",0.7468643101482326,0.7345998848589523,0.7474167623421355,0.7372013651877133,0.7394285714285713,0.7411020513327148,0.005165119839241706,1,0.7389811104751002,0.7427093808360867,0.7387975042541124,0.7414801083701696,0.7414956222190325,0.7406927452309002,0.0015396755003972058,0.7903630526037121
0.008975791931152343,0.0010924058662483184,0.0005983829498291016,0.0004885777024277244,0.0001,,900,l2,42,sag,0.0001,,"{'C': 0.0001, 'class_weight': None, 'max_iter': 900, 'penalty': 'l2', 'random_state': 42, 'solver': 'sag', 'tol': 0.0001}",0.7491408934707904,0.7344827586206896,0.7458213256484151,0.7361823361823362,0.7387592487194081,0.7408776343859196,0.005660180199487033,41,0.7389869421724782,0.7426438926367159,0.7393405343945423,0.7414285714285714,0.7411865864144453,0.7407173054093507,0.001365834376139666,0.9065546752456264
0.011768436431884766,0.0003986837903558008,0.000997638702392578,2.431401974483864e-07,0.0001,,900,l2,42,sag,1e-05,,"{'C': 0.0001, 'class_weight': None, 'max_iter': 900, 'penalty': 'l2', 'random_state': 42, 'solver': 'sag', 'tol': 1e-05}",0.7491408934707904,0.7349051178838413,0.7458213256484151,0.7361823361823362,0.7383390216154722,0.7408781334036761,0.005602112814495974,21,0.7389869421724782,0.742750502440425,0.7391613361762615,0.7415666094911378,0.7412286982672204,0.7407388177095047,0.001451179763925911,0.9235192389082669
0.007379722595214844,0.001016485027212066,0.0007984638214111328,0.0007472453321895609,0.0001,,900,l2,42,saga,0.001,,"{'C': 0.0001, 'class_weight': None, 'max_iter': 900, 'penalty': 'l2', 'random_state': 42, 'solver': 'saga', 'tol': 0.001}",0.7491408934707904,0.7344827586206896,0.7458213256484151,0.7361823361823362,0.7383390216154722,0.7407936179113768,0.005694018415257784,61,0.739167862266858,0.7426438926367159,0.7389820870059711,0.7414606259825639,0.7413027916964925,0.7407114519177204,0.0014155312539158773,0.953711950153592
