rf_prob,svc_prob,lr_prob,vote_prob,outcome
0.44668926333888026,0.4023835335077659,0.39471110312865904,0.4144760309519917,1
0.6714774314168163,0.6740852835626789,0.6763418612616069,0.6739777675907732,1
0.3776194618905609,0.3293694704463551,0.3304062976835007,0.34568274997949533,0
0.7048033909953473,0.7512266792173774,0.7470687834943549,0.7344730230593811,0
0.6282219340136788,0.6500232099038628,0.6313917286097905,0.6365717759232599,1
0.6150029483454436,0.6439839087067721,0.6306804926854878,0.6299403592451666,1
0.6821892802913139,0.7269220619568961,0.7330440676555431,0.714169213921053,1
0.4574682520838194,0.3906025143983681,0.3938240500973032,0.41380722039547785,0
0.19071619554722954,0.2947048725489491,0.3141733518408234,0.2668119411774607,0
0.5705686165735688,0.544918148285561,0.5467857200300817,0.5540312337768202,0
0.498963287219329,0.5223080986476747,0.5293106816849983,0.5169274358406455,1
0.4935700329729113,0.53045545937243,0.5299100266244567,0.518067279670183,1
0.45424367607937716,0.5,0.4958079802064921,0.4834556221533538,0
0.6662367288406439,0.6652850684219319,0.6616036986903013,0.6643675629790963,1
0.2244071707397954,0.028417847816965606,0.02531039702804397,0.09223147873911666,0
0.22167388475065647,0.23474180967161865,0.23411211293178927,0.23020675940219243,0
0.4703448185029247,0.33878234623603914,0.3776717115548239,0.3953360941559929,1
0.6534578174326368,0.6282813350567972,0.6064939268086824,0.6293185803207465,1
0.7109728298424918,0.6505988525178659,0.6446608944176265,0.6685890695614558,0
0.2730308471704673,0.34038890513851283,0.31656729271148126,0.31012498427670493,1
0.4531301918511798,0.2735597624366384,0.33090761425373494,0.3521789616509053,1
0.6017591710609773,0.6421592699782213,0.5756612458645806,0.6065290668673695,0
0.5365279582667724,0.5607077894774521,0.5422137804928207,0.5465153005371534,0
0.3507330811693408,0.19748342368170085,0.19894263747604432,0.2486830566471932,0
0.452556978201209,0.3569075532760954,0.37386539675467934,0.39423544950958334,0
0.7015701991030779,0.6995315178088042,0.7312199404379535,0.7108144858414395,1
0.6346821072867579,0.6621123096546867,0.6407345463422983,0.6458788588806035,1
0.7884227222633197,0.8108634914240449,0.8078917182343426,0.8024428581683513,1
0.4208509856941271,0.3808642834237545,0.37624673308320816,0.392550276089516,1
0.7067350957701065,0.6397708702328228,0.6411637987169355,0.6623960021498216,1
0.46817603314824174,0.5117355415721476,0.5120431917810311,0.4974244596865753,1
0.555671842685435,0.5914224393899045,0.597579320783003,0.5816535197341889,1
0.4802632309479929,0.5191122492950984,0.5220838189560796,0.5072516961091781,1
0.4688350418633987,0.5127180795546663,0.4803206156275992,0.48735122401656894,0
0.4491237477191124,0.36724980149675984,0.363037507560883,0.39293217508798073,1
0.6739681482956633,0.6649400664006002,0.6466895323292998,0.661817761700384,1
0.8391512988753416,0.8917757946564862,0.8919828394900691,0.8744313802597338,0
0.49306566173118765,0.5205031451053188,0.5228598639694941,0.5122128957696385,1
0.6562756456946827,0.6478047064559285,0.6208992953697033,0.6416006404707028,1
0.45918050797399323,0.516923768417147,0.5073761017839807,0.4946199352087603,1
0.6395112091208054,0.6480763578846058,0.6460504911996978,0.6445639034338209,0
0.7712606347207215,0.7440673644135487,0.7508172129092247,0.7553254148642746,0
0.6969497403274062,0.5965003358768939,0.6354174543237454,0.6427678942798405,1
0.7490564005435757,0.6998612136668809,0.6738460975355282,0.7074310636367446,1
0.48308682385855717,0.48208676104267717,0.4755764751045781,0.48023823376838315,1
0.2910417091389072,0.2435313508327149,0.24848568319699535,0.2609113479963171,0
0.223396449962816,0.2195030647096226,0.21605956558897102,0.21963862386575886,1
0.48173534220226294,0.40611745279763184,0.4661357498375486,0.4512321878433152,0
0.7628583929742808,0.6823851891289416,0.6735385149594932,0.7060525945625598,1
0.6919798167222009,0.6496342567826465,0.6610826925829714,0.6674792305359286,1
0.68640971428934,0.6575539585566283,0.6390767156467408,0.6609168416251888,1
0.36042778311834095,0.32826178221103197,0.32960557246828337,0.3393555455449487,1
0.4545217322695939,0.39945838861380845,0.39672319705002546,0.41676348119328915,0
