mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,param_kernel,param_probability,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score,probability
1.5656121253967286,0.06586165833690291,0.04847054481506348,0.009410714282274392,0.1,0.001,rbf,True,"{'C': 0.1, 'gamma': 0.001, 'kernel': 'rbf', 'probability': True}",-0.22177648473379238,-0.22251997790582112,-0.21689383720512928,-0.21470261122336573,-0.2179710202231933,-0.21877351073932055,0.0029598501892594675,31,-0.21806451338507518,-0.2176692107762274,-0.21867007683391113,-0.21900301950493709,-0.21907349265255932,-0.21849606263054203,0.00054600922813521,0.6113564756032799
1.605106735229492,0.07602693238819849,0.06223330497741699,0.009661763207242345,0.1,0.001,sigmoid,True,"{'C': 0.1, 'gamma': 0.001, 'kernel': 'sigmoid', 'probability': True}",-0.22194937557821362,-0.22339166564146537,-0.2177052304786759,-0.21516104898843164,-0.21793130140767455,-0.2192283808711738,0.003009330493584218,42,-0.2181576045322518,-0.21830736988200078,-0.21934820891495405,-0.21970505143662397,-0.21909817473474233,-0.21892328190011462,0.0005979838669183145,0.6099024466198271
1.6799062728881835,0.29492375403185145,0.04168882369995117,0.0017157784562157506,0.1,0.0001,rbf,True,"{'C': 0.1, 'gamma': 0.0001, 'kernel': 'rbf', 'probability': True}",-0.22206187373240655,-0.22226738466949483,-0.21745642201188306,-0.21520640756338494,-0.2175974138426186,-0.21891865867880766,0.0027842760437894417,34,-0.21836527616892915,-0.21749738336933355,-0.21912040982591227,-0.219771810506259,-0.21868446940837583,-0.21868786985576194,0.0007593885018583081,0.7611933855453541
1.496995735168457,0.05455702008988761,0.05425443649291992,0.005592206890445146,0.1,0.0001,sigmoid,True,"{'C': 0.1, 'gamma': 0.0001, 'kernel': 'sigmoid', 'probability': True}",-0.2212635701828382,-0.2222667047829394,-0.21678387204744062,-0.21449397444837423,-0.2171107296686398,-0.21838446482323814,0.00292167591396915,23,-0.2176797359287519,-0.21743261634561611,-0.21839820761317721,-0.21876104016666087,-0.21809214494848134,-0.2180727490005375,0.00047838756906770375,0.5146612943566549
1.454708957672119,0.10172902664689763,0.041289138793945315,0.001620868908200848,0.1,1e-05,rbf,True,"{'C': 0.1, 'gamma': 1e-05, 'kernel': 'rbf', 'probability': True}",-0.2192104349323595,-0.22255837753255958,-0.21589785359528774,-0.2137207450157202,-0.21676305010959224,-0.21763047340996816,0.0030269736308895694,17,-0.21634720135069474,-0.216822915805036,-0.2174866507905125,-0.21821542285837453,-0.21775487081085007,-0.21732541232309358,0.000665124145731346,0.6464834760104907
1.733563280105591,0.08007160375088618,0.07081041336059571,0.02125087135183343,0.1,1e-05,sigmoid,True,"{'C': 0.1, 'gamma': 1e-05, 'kernel': 'sigmoid', 'probability': True}",-0.2195205512451452,-0.22217227335447864,-0.2164551900843082,-0.21368775820746663,-0.21677796519531495,-0.21772318124098664,0.0028915271025193984,19,-0.2169432125039182,-0.21665327808534288,-0.21790089572974158,-0.21806080689299934,-0.2173864430852124,-0.21738892725944287,0.0005391440398142218,0.5352764987341855
1.5815696716308594,0.11694499038117111,0.059839820861816405,0.01580694511157625,0.1,1e-06,rbf,True,"{'C': 0.1, 'gamma': 1e-06, 'kernel': 'rbf', 'probability': True}",-0.22186607336673925,-0.22494715192159007,-0.21961942844966664,-0.21412253036007342,-0.21997612339085118,-0.2201066859579551,0.003537761326570195,45,-0.22001144616070845,-0.21908363382552767,-0.22114725493234316,-0.21811810183578134,-0.22053342483496358,-0.21977877231786486,0.0010712073728675249,0.759516380147616
1.6735232830047608,0.13498829590529327,0.06183443069458008,0.004678120361017806,0.1,1e-06,sigmoid,True,"{'C': 0.1, 'gamma': 1e-06, 'kernel': 'sigmoid', 'probability': True}",-0.22227907516977088,-0.22501560418385866,-0.2196512205724863,-0.2141103124412418,-0.2205436263298763,-0.22032044026897654,0.0036036962044927625,46,-0.2206590137500411,-0.21917027607457967,-0.221403906410409,-0.21822655764440158,-0.22094873711071014,-0.2200816981980283,0.0011921007541654677,0.8412693890598476
1.4449342250823975,0.13534137864202234,0.04747333526611328,0.013536860748410949,0.1,1e-07,rbf,True,"{'C': 0.1, 'gamma': 1e-07, 'kernel': 'rbf', 'probability': True}",-0.2214014892831927,-0.22144147453253704,-0.21713465765047782,-0.2139920546998051,-0.21821421281327785,-0.21843749287339967,0.0028042626883505286,26,-0.21952262803474257,-0.2165591397353225,-0.21888431563447205,-0.21824912062966847,-0.21894531851097998,-0.2184321045090371,0.0010196671238751399,0.9957836507400475
1.365946388244629,0.07181770111951406,0.05226006507873535,0.0068112793301410325,0.1,1e-07,sigmoid,True,"{'C': 0.1, 'gamma': 1e-07, 'kernel': 'sigmoid', 'probability': True}",-0.22205595958756288,-0.22438843448837348,-0.22036933522257443,-0.21421167975330477,-0.22063706309820003,-0.22033291012348055,0.003375479568670082,47,-0.22027426644923612,-0.21893497287052868,-0.2218869309898921,-0.21818704692574425,-0.22119720972778992,-0.22009608539263822,0.0013743333948265707,0.8631861904709965
