mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_var_smoothing,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score,probability
0.000997638702392578,1.9073486328124998e-07,0.004587697982788086,0.008685451504911958,1000,{'var_smoothing': 1000},-0.24443634922037566,-0.2444786930213763,-0.24446159553894464,-0.24448465602300515,-0.24439804838359866,-0.24445187763333925,3.169686504180739e-05,4,-0.24445673384522487,-0.24443818696241434,-0.2444463850228881,-0.24444694955789903,-0.24446831713866166,-0.2444513145054176,1.033579925626889e-05,0.9565501543459524
0.0011972427368164063,0.00039916042785407337,0.0,0.0,100,{'var_smoothing': 100},-0.2425679534013235,-0.2423406247850904,-0.2421684068635985,-0.2423844233740478,-0.2424165644366402,-0.24237563092003075,0.00012880250595816712,3,-0.24233626471017458,-0.2423186129801896,-0.24239813075075645,-0.24240456857746193,-0.2423939410917773,-0.242370303622072,3.560262971786563e-05,0.8810548432897161
0.0009973526000976562,5.519789172549356e-07,0.0003985881805419922,0.00048816883573821613,10,{'var_smoothing': 10},-0.22904843595605182,-0.2278326824181957,-0.2261189317859595,-0.22705131624707456,-0.22790756975630294,-0.22759206115017183,0.0009740034674757274,1,-0.22721235941856485,-0.22716712081994567,-0.22774132203881908,-0.2278750074892279,-0.22763728642130873,-0.22752661923757325,0.00028555813363644907,0.8187352778043538
0.0009976863861083985,5.56082906231432e-07,0.0005981922149658203,0.0004884219525686784,1,{'var_smoothing': 1},-0.23344306716102628,-0.23889575423758402,-0.2331457446518894,-0.2279790285611939,-0.22840694128862543,-0.23237531633393474,0.003982651685829026,2,-0.2317464187955545,-0.23131761715535532,-0.23179476140917893,-0.23279660542048175,-0.23273468800671,-0.23207801815745613,0.0005858302060760964,0.6118167925203022
0.0009971141815185546,2.3360154559928684e-07,0.00039887428283691406,0.0004885192380524391,0.1,{'var_smoothing': 0.1},-0.2654398164468179,-0.2716869988854052,-0.26509312745655084,-0.2573164588717963,-0.25792705882472977,-0.26349449588040263,0.005340202797478742,5,-0.26284893790407615,-0.26211257648697944,-0.2624373931189067,-0.26380359719640145,-0.264014441324251,-0.2630433892061229,0.0007473035914958138,0.5460791559731519
0.0009973526000976562,5.917393515582494e-07,0.00019936561584472657,0.00039873123168945315,0.01,{'var_smoothing': 0.01},-0.270882204564255,-0.27709579127548545,-0.27037741458328446,-0.2621629570314518,-0.26310585288911875,-0.26872671113994967,0.005514653953476726,6,-0.26806195739128197,-0.2672426321882443,-0.26758510628405163,-0.2690483069158266,-0.26924982304733197,-0.2682375651653473,0.0007909994332022192,0.5363184254250994
0.000997161865234375,1.1680077279964342e-07,0.0005985260009765625,0.0004886945031838398,0.001,{'var_smoothing': 0.001},-0.2714569421541617,-0.27766797677614874,-0.2709360047325332,-0.2626719324535375,-0.26365599594419853,-0.2692796433883969,0.005533593399780467,7,-0.2686126831789448,-0.26778377647917584,-0.2681286284076664,-0.269603135640726,-0.2698028026257049,-0.2687862052664436,0.0007960183591946354,0.5353349234934481
0.0009972572326660157,1.784161275279017e-07,0.0005986690521240234,0.0004888115365180762,0.0001,{'var_smoothing': 0.0001},-0.2715147299539689,-0.2777255236143015,-0.27099217918995183,-0.2627230776380796,-0.26371134646425715,-0.2693352449335739,0.005535505146951931,8,-0.26866806112139796,-0.2678381820281601,-0.2681832780112799,-0.2696589339941733,-0.2698584062347658,-0.2688413722779554,0.0007965275547315801,0.5352366509340643
0.0007979869842529297,0.0003989935882917003,0.0005983829498291016,0.0004885776326209085,1e-05,{'var_smoothing': 1e-05},-0.2715205118834024,-0.27773128159707905,-0.27099779980468974,-0.26272819463704694,-0.2637168848924916,-0.26934080818286776,0.005535696502909923,9,-0.26867360198077805,-0.2678436255042804,-0.2681887459556569,-0.26966451699662813,-0.2698639696638425,-0.2688468920202372,0.0007965785482020421,0.5352268246302072
0.0007977962493896484,0.00039889816388262293,0.0005986213684082032,0.0004887730061184728,1e-06,{'var_smoothing': 1e-06},-0.27152109010784936,-0.2777318574283626,-0.27099836189786813,-0.2627287063617529,-0.2637174387690915,-0.2693413645387565,0.0055357156403213785,10,-0.26867415609737894,-0.2678441698811147,-0.26818929277994485,-0.26966507532855716,-0.2698645260374436,-0.26884744402488786,0.0007965836482891817,0.5352258420095575
