mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_algorithm,param_leaf_size,param_n_neighbors,param_p,param_weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score,probability
0.012566232681274414,0.017165407889535213,0.025532007217407227,0.0024099463240655826,auto,1,3,1,uniform,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 3, 'p': 1, 'weights': 'uniform'}",-0.2875033306687983,-0.28424703214619185,-0.2958516740029345,-0.2878484727224223,-0.30128205128205127,-0.291343203948246,0.006266091801451143,4018,-0.14209946962874012,-0.14459116980125386,-0.1444577831132453,-0.14222355608910234,-0.14504783811714506,-0.14368396334989733,0.0012589983853869883,0.0
0.003590250015258789,0.000798177954130607,0.025132513046264647,0.002393237766823529,auto,1,3,1,distance,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 3, 'p': 1, 'weights': 'distance'}",-0.292583380582278,-0.2882572405143329,-0.29837320199694106,-0.2895726658465281,-0.3028448958219012,-0.2943238132032391,0.00550143037029663,4078,-0.0,-0.00015006002400960383,-0.00015006002400960383,-0.00015006002400960383,-0.00015001500150015003,-0.00012003901470579231,6.001950988585552e-05,0.0
0.0045874595642089845,0.0007977724841283613,0.05724687576293945,0.005556466723681685,auto,1,3,2,uniform,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}",-0.29256594724220625,-0.2659730558890223,-0.29958650126717357,-0.2963852207549687,-0.29073183760683763,-0.28904895291449917,0.01193792757381967,3961,-0.14169918943260282,-0.14615846338535415,-0.14165666266506607,-0.1435574229691877,-0.14434776811014438,-0.14348390131247102,0.0016987613798616133,0.0
0.004388856887817383,0.0004886752128120806,0.05226025581359863,0.0014924892495205941,auto,1,3,2,distance,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 3, 'p': 2, 'weights': 'distance'}",-0.2976327316720753,-0.27008316198567117,-0.30165727347837756,-0.2981032691178899,-0.2940820463285585,-0.29231254902199916,0.011370731256245445,4021,-0.0,-0.00015006002400960383,-0.00015006002400960383,-0.00015006002400960383,-0.00015001500150015003,-0.00012003901470579231,6.001950988585552e-05,0.0
0.003389787673950195,0.0007978916524423034,0.027925825119018553,0.0016684969380906128,auto,1,5,1,uniform,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 5, 'p': 1, 'weights': 'uniform'}",-0.2565947242206235,-0.25286914765906365,-0.26381752701080435,-0.264249699879952,-0.25379807692307693,-0.25826650660264105,0.004867956828291087,3901,-0.1757910537376164,-0.17619447779111647,-0.17052821128451381,-0.17350540216086438,-0.17446144614461448,-0.1740961182237451,0.002024267233044485,0.0
0.0035901546478271486,0.0004885588309553677,0.02672858238220215,0.0011637182309929097,auto,1,5,1,distance,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 5, 'p': 1, 'weights': 'distance'}",-0.2611871236516121,-0.25712756889865224,-0.2669481137304183,-0.26588736441814514,-0.2581636344084326,-0.26186348694924155,0.003964957281514366,3931,-0.0,-0.00015006002400960383,-0.00015006002400960383,-0.00015006002400960383,-0.00015001500150015003,-0.00012003901470579231,6.001950988585552e-05,0.0
0.00478668212890625,0.0003986121186571674,0.06243276596069336,0.0010170274736212455,auto,1,5,2,uniform,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'}",-0.25856115107913674,-0.2403841536614646,-0.2597839135654262,-0.26237695078031215,-0.25115384615384617,-0.25445378151260506,0.007961263529221245,3847,-0.17066346442509758,-0.1746698679471789,-0.17051620648259305,-0.17117647058823532,-0.17352535253525356,-0.1721102723956717,0.0016769177942440683,0.0
0.003988742828369141,5.001110306597479e-07,0.062033987045288085,0.0027056415794487936,auto,1,5,2,distance,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 5, 'p': 2, 'weights': 'distance'}",-0.26367907461844187,-0.24437785112372298,-0.2627091987654847,-0.2644271898845029,-0.25600179711732857,-0.25824086558581005,0.007550321972208347,3877,-0.0,-0.00015006002400960383,-0.00015006002400960383,-0.00015006002400960383,-0.00015001500150015003,-0.00012003901470579231,6.001950988585552e-05,0.0
0.003789329528808594,0.00039918426614945823,0.030717945098876952,0.001595091843817791,auto,1,7,1,uniform,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 7, 'p': 1, 'weights': 'uniform'}",-0.24010179611412907,-0.23495112330646545,-0.24847490016414725,-0.24700492441874708,-0.24337715855573,-0.2427811941102972,0.004880793674354771,3747,-0.18633247354781002,-0.18595805669206458,-0.18345297302594504,-0.18644804860719796,-0.18683909207247254,-0.18580612878909802,0.0012096724462475627,0.0
0.003589296340942383,0.0004883441241955847,0.03051891326904297,0.0017387950147207294,auto,1,7,1,distance,"{'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 7, 'p': 1, 'weights': 'distance'}",-0.24536892974678315,-0.23931280501004248,-0.25258796982741183,-0.24875527372941905,-0.24617348191569835,-0.24643949887608252,0.004362899217149547,3815,-0.0,-0.00015006002400960383,-0.00015006002400960383,-0.00015006002400960383,-0.00015001500150015003,-0.00012003901470579231,6.001950988585552e-05,0.0
