mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_var_smoothing,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score,probability
0.001197052001953125,0.0003992558237501951,0.0005988121032714844,0.0004889281977051288,1000,{'var_smoothing': 1000},0.7286585365853658,0.7282442748091603,0.7282442748091603,0.7282442748091603,0.7288006111535523,0.7284383603217388,0.00024191381662246319,2,0.7283832792517656,0.7284869299751955,0.7284869299751955,0.7284869299751955,0.7283479587943533,0.7284384055943411,6.047046202185707e-05,0.9994026454264257
0.001197052001953125,0.00039925593764891847,0.00039887428283691406,0.0004885192380524391,100,{'var_smoothing': 100},0.7286585365853658,0.7282442748091603,0.7282442748091603,0.7282442748091603,0.7288006111535523,0.7284383603217388,0.00024191381662246319,2,0.7283832792517656,0.7284869299751955,0.7284869299751955,0.7284869299751955,0.7283479587943533,0.7284384055943411,6.047046202185707e-05,0.9994026454264257
0.000798177719116211,0.00039908901267353853,0.0009971141815185546,4.862803948967729e-07,10,{'var_smoothing': 10},0.7400508044030483,0.7327731092436974,0.7389078498293515,0.7432885906040267,0.7343880099916736,0.737883032428864,0.0038284989035216725,1,0.7379499052830983,0.7385456073980665,0.7386554621848739,0.7375976356343678,0.7387273493468183,0.738295191969445,0.0004438626477210424,0.3531096369845306
0.000997161865234375,0.0006308265205037087,0.000797891616821289,0.000398945904587374,1,{'var_smoothing': 1},0.6978193146417445,0.6868076535750252,0.7020408163265306,0.7126673532440781,0.6942148760330578,0.6987108681755178,0.008585383495375753,4,0.6964560862865947,0.7051054102108204,0.6972806567470498,0.689922480620155,0.6985670419651996,0.6974663351659639,0.004848336697892818,0.7974159480861011
0.0009978294372558593,3.814697265625e-07,0.0009966850280761718,4.422005889652111e-07,0.1,{'var_smoothing': 0.1},0.6781115879828326,0.6687435098650052,0.6820083682008369,0.6964856230031948,0.6802139037433156,0.6811120938013514,0.008943715073060013,5,0.6813245033112582,0.6931729008631964,0.6837652035959809,0.6758693920891956,0.6835309617918314,0.6835325923302925,0.005596247927322159,0.6653623020700679
0.0009973526000976562,3.814697265625e-07,0.0005982398986816406,0.0004884608318481088,0.01,{'var_smoothing': 0.01},0.6774193548387097,0.668054110301769,0.6799580272822665,0.6973262032085561,0.6766917293233082,0.6798900596909255,0.009596271838671252,6,0.6792352628783856,0.6904699396166973,0.6818784823560627,0.6746411483253588,0.683584456780333,0.6819618579913675,0.005216403784101061,0.691242214950254
0.0013968467712402344,0.000488656461431435,0.0007977962493896484,0.00039889861988581587,0.001,{'var_smoothing': 0.001},0.6774193548387097,0.668054110301769,0.6799580272822665,0.6973262032085561,0.6766917293233082,0.6798900596909255,0.009596271838671252,6,0.6788844621513944,0.6906512605042017,0.6818784823560627,0.6746411483253588,0.683584456780333,0.6819279620234702,0.005314186764562223,0.7013613867705504
0.0011975288391113282,0.0003992571905327304,0.000996875762939453,8.313939940530154e-07,0.0001,{'var_smoothing': 0.0001},0.6774193548387097,0.668054110301769,0.6799580272822665,0.6973262032085561,0.6766917293233082,0.6798900596909255,0.009596271838671252,6,0.6788844621513944,0.6906512605042017,0.6818784823560627,0.6746411483253588,0.683584456780333,0.6819279620234702,0.005314186764562223,0.7013613867705504
0.0009977340698242188,3.504023183989303e-07,0.0009972572326660157,3.1629798797182086e-07,1e-05,{'var_smoothing': 1e-05},0.6774193548387097,0.668054110301769,0.6799580272822665,0.6973262032085561,0.6766917293233082,0.6798900596909255,0.009596271838671252,6,0.6788844621513944,0.6906512605042017,0.6818784823560627,0.6746411483253588,0.683584456780333,0.6819279620234702,0.005314186764562223,0.7013613867705504
0.0009974956512451172,4.1019083342755444e-07,0.000997304916381836,3.371747880871523e-07,1e-06,{'var_smoothing': 1e-06},0.6774193548387097,0.668054110301769,0.6799580272822665,0.6973262032085561,0.6766917293233082,0.6798900596909255,0.009596271838671252,6,0.6788844621513944,0.6906512605042017,0.6818784823560627,0.6746411483253588,0.683584456780333,0.6819279620234702,0.005314186764562223,0.7013613867705504
0.000997781753540039,3.693564745147149e-07,0.0005985736846923828,0.0004887336073536811,1e-07,{'var_smoothing': 1e-07},0.6774193548387097,0.668054110301769,0.6799580272822665,0.6973262032085561,0.6766917293233082,0.6798900596909255,0.009596271838671252,6,0.6788844621513944,0.6906512605042017,0.6818784823560627,0.6746411483253588,0.683584456780333,0.6819279620234702,0.005314186764562223,0.7013613867705504
0.0009977340698242188,8.971637593377485e-07,0.0009974002838134765,5.761645304486548e-07,1e-08,{'var_smoothing': 1e-08},0.6774193548387097,0.668054110301769,0.6799580272822665,0.6973262032085561,0.6766917293233082,0.6798900596909255,0.009596271838671252,6,0.6788844621513944,0.6906512605042017,0.6818784823560627,0.6746411483253588,0.683584456780333,0.6819279620234702,0.005314186764562223,0.7013613867705504
0.0007979869842529297,0.0003989935882917003,0.0009973526000976562,3.504023183989303e-07,1e-09,{'var_smoothing': 1e-09},0.6774193548387097,0.668054110301769,0.6799580272822665,0.6973262032085561,0.6766917293233082,0.6798900596909255,0.009596271838671252,6,0.6788844621513944,0.6906512605042017,0.6818784823560627,0.6746411483253588,0.683584456780333,0.6819279620234702,0.005314186764562223,0.7013613867705504
