mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,param_kernel,param_probability,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score,probability
1.1818397521972657,0.01044105578728272,0.0376990795135498,0.00039880296750250413,0.1,0.001,rbf,True,"{'C': 0.1, 'gamma': 0.001, 'kernel': 'rbf', 'probability': True}",0.7303543913713405,0.728395061728395,0.7320463320463321,0.7338461538461538,0.7334360554699538,0.7316148589970932,0.0020216528372696044,13,0.7326348467209933,0.7329336685360666,0.7304514889529299,0.7303478762252547,0.7304280755881218,0.7313591912046732,0.001167898413406883,0.8267180549621662
1.3210681915283202,0.006692973876181361,0.04946789741516113,0.000488402763162942,0.1,0.001,sigmoid,True,"{'C': 0.1, 'gamma': 0.001, 'kernel': 'sigmoid', 'probability': True}",0.7286585365853658,0.7282442748091603,0.7282442748091603,0.7282442748091603,0.7288006111535523,0.7284383603217388,0.00024191381662246319,25,0.7283832792517656,0.7284869299751955,0.7284869299751955,0.7284869299751955,0.7283479587943533,0.7284384055943411,6.047046202185707e-05,0.9994026454264257
1.1940078258514404,0.00668733421750141,0.037898683547973634,0.0006310528347984602,0.1,0.0001,rbf,True,"{'C': 0.1, 'gamma': 0.0001, 'kernel': 'rbf', 'probability': True}",0.7286585365853658,0.7282442748091603,0.7282442748091603,0.7282442748091603,0.7288006111535523,0.7284383603217388,0.00024191381662246319,25,0.7283832792517656,0.7284869299751955,0.7284869299751955,0.7284869299751955,0.7283479587943533,0.7284384055943411,6.047046202185707e-05,0.9994026454264257
1.3270523071289062,0.011451218852813555,0.049866247177124026,0.001261652833755709,0.1,0.0001,sigmoid,True,"{'C': 0.1, 'gamma': 0.0001, 'kernel': 'sigmoid', 'probability': True}",0.7286585365853658,0.7282442748091603,0.7282442748091603,0.7282442748091603,0.7288006111535523,0.7284383603217388,0.00024191381662246319,25,0.7283832792517656,0.7284869299751955,0.7284869299751955,0.7284869299751955,0.7283479587943533,0.7284384055943411,6.047046202185707e-05,0.9994026454264257
1.1826380252838136,0.007035011461086191,0.03789834976196289,3.814697265625e-07,0.1,1e-05,rbf,True,"{'C': 0.1, 'gamma': 1e-05, 'kernel': 'rbf', 'probability': True}",0.7286585365853658,0.7282442748091603,0.7282442748091603,0.7282442748091603,0.7288006111535523,0.7284383603217388,0.00024191381662246319,25,0.7283832792517656,0.7284869299751955,0.7284869299751955,0.7284869299751955,0.7283479587943533,0.7284384055943411,6.047046202185707e-05,0.9994026454264257
1.3350311279296876,0.03262126884607245,0.05106334686279297,0.0039088206097238455,0.1,1e-05,sigmoid,True,"{'C': 0.1, 'gamma': 1e-05, 'kernel': 'sigmoid', 'probability': True}",0.7286585365853658,0.7282442748091603,0.7282442748091603,0.7282442748091603,0.7288006111535523,0.7284383603217388,0.00024191381662246319,25,0.7283832792517656,0.7284869299751955,0.7284869299751955,0.7284869299751955,0.7283479587943533,0.7284384055943411,6.047046202185707e-05,0.9994026454264257
1.1495265007019042,0.011008261747772464,0.0380979061126709,0.00039885050867510976,0.1,1e-06,rbf,True,"{'C': 0.1, 'gamma': 1e-06, 'kernel': 'rbf', 'probability': True}",0.7286585365853658,0.7282442748091603,0.7282442748091603,0.7282442748091603,0.7288006111535523,0.7284383603217388,0.00024191381662246319,25,0.7283832792517656,0.7284869299751955,0.7284869299751955,0.7284869299751955,0.7283479587943533,0.7284384055943411,6.047046202185707e-05,0.9994026454264257
1.292544460296631,0.034369706070924155,0.051662254333496097,0.0026304710374869594,0.1,1e-06,sigmoid,True,"{'C': 0.1, 'gamma': 1e-06, 'kernel': 'sigmoid', 'probability': True}",0.7286585365853658,0.7282442748091603,0.7282442748091603,0.7282442748091603,0.7288006111535523,0.7284383603217388,0.00024191381662246319,25,0.7283832792517656,0.7284869299751955,0.7284869299751955,0.7284869299751955,0.7283479587943533,0.7284384055943411,6.047046202185707e-05,0.9994026454264257
1.154313564300537,0.016236475905110972,0.03769917488098144,0.0003988506511931898,0.1,1e-07,rbf,True,"{'C': 0.1, 'gamma': 1e-07, 'kernel': 'rbf', 'probability': True}",0.7286585365853658,0.7282442748091603,0.7282442748091603,0.7282442748091603,0.7288006111535523,0.7284383603217388,0.00024191381662246319,25,0.7283832792517656,0.7284869299751955,0.7284869299751955,0.7284869299751955,0.7283479587943533,0.7284384055943411,6.047046202185707e-05,0.9994026454264257
1.2855631828308105,0.00538902432032327,0.049866533279418944,0.0006308264303942712,0.1,1e-07,sigmoid,True,"{'C': 0.1, 'gamma': 1e-07, 'kernel': 'sigmoid', 'probability': True}",0.7286585365853658,0.7282442748091603,0.7282442748091603,0.7282442748091603,0.7288006111535523,0.7284383603217388,0.00024191381662246319,25,0.7283832792517656,0.7284869299751955,0.7284869299751955,0.7284869299751955,0.7283479587943533,0.7284384055943411,6.047046202185707e-05,0.9994026454264257
1.113422966003418,0.013300203441559971,0.035505485534667966,0.0007978439758532406,1,0.001,rbf,True,"{'C': 1, 'gamma': 0.001, 'kernel': 'rbf', 'probability': True}",0.730188679245283,0.732895970009372,0.7375352775164629,0.7426400759734093,0.7304015296367112,0.7347322553717118,0.004757395101068944,4,0.7351684859990508,0.7364175563463821,0.735648476257973,0.7366933584550165,0.7363442894301253,0.7360544332977096,0.0005610354742310458,0.01843940803902337
