rf_prob,svc_prob,lr_prob,knn_prob,vote_prob,outcome
0.4393961492896858,0.40870981929719746,0.3940751341614783,0.4857222997486487,0.4351756071854744,1
0.7351387810788224,0.6797091153102153,0.6872718279452661,0.7134645315731842,0.7048667188949524,1
0.24663335759843172,0.3215099195100858,0.3231529730400598,0.25435443948599246,0.2840318018498331,0
0.6760796533751414,0.7621917776115319,0.7617167345453179,0.6306234531457886,0.7027820649380492,0
0.630727594323313,0.6704265985408545,0.6466088457851401,0.6431483955929639,0.6472299667328134,1
0.6682300663190331,0.6545105373363822,0.6433014047726981,0.9873599881234489,0.7518024804344223,1
0.6542182337202718,0.7302225051285411,0.7445247893342101,0.7109204232576429,0.7092891793118614,1
0.46940320488520554,0.3884356458730394,0.3898894798641379,0.5848872179185025,0.4656266516196048,0
0.20876797147420043,0.2791363422625363,0.3018504626536616,0.25445489337861305,0.2599827454435496,0
0.5484431564966452,0.5483156702670092,0.5518889563890088,0.6157839726464853,0.5687444032916203,0
0.5941290328745218,0.5213378133212083,0.5319859768210239,0.6736504471580202,0.5858585074760572,1
0.5270282797861611,0.5353166979230649,0.5348171410782765,0.6150026010058174,0.5562752474872945,1
0.4376714173662289,0.5,0.4996002766030538,0.3697785950929722,0.44683797465660835,0
0.6936910885209456,0.6751551096229899,0.6736968276406029,0.687308175381972,0.6828916528374258,1
0.4201962249540922,0.028244473926892527,0.021584826804395347,0.16082031858601448,0.1613798655234331,0
0.20893262284220293,0.23243740440819552,0.22484161410981998,0.22743399482894217,0.22344898614249273,0
0.6033424554495666,0.378288611941486,0.39139337684740033,0.33158500883180697,0.42304862498846174,1
0.7444367363812746,0.6203569166119923,0.621661648175335,0.5772216501312741,0.638615831239221,1
0.7695506478367832,0.6386097242453783,0.6426804049329642,0.6594199406895579,0.6777412838667921,0
0.30226381848426837,0.3145896672604993,0.31301188047160894,0.4887293236407647,0.361698781204726,1
0.5177444438936366,0.2148394453642781,0.3211418581354625,0.6687993581644118,0.44558341594516465,1
0.6207776955501282,0.5429787470446532,0.5885437308374153,0.37502717444697137,0.5239682472949502,0
0.5317896599980835,0.5617149358507023,0.5335468832803901,0.6155311052873688,0.5634246848844217,0
0.3095632217947065,0.33905837952343326,0.20158031949278143,0.35591136599341655,0.3047358926146409,0
0.5047582218012886,0.36615751571761945,0.37171632054595116,0.4065050258548397,0.41318183546628656,0
0.6481897583243332,0.7010408237745754,0.7512556435686591,0.7137969373580292,0.7034403329094556,1
0.5160880892726564,0.6605658221944194,0.6378237319052157,0.49789225008141935,0.5726269883949618,1
0.8537980161753271,0.7658251254646073,0.8092521342640318,0.7388536812063632,0.7897012152259769,1
0.41038548151638493,0.3884394969260262,0.3713051684822066,0.48234117057710374,0.41707607321776413,1
0.6954525699558771,0.6141359283369641,0.6398585683813921,0.6836664718809854,0.6602474790472387,1
0.5829975331433492,0.5909574836284017,0.5207642175969583,0.5217945293008418,0.5526228771818965,1
0.5438036927573013,0.5630693431586413,0.6019494700565581,0.42153983397178824,0.5263348914440081,1
0.5057064272890036,0.530523018645948,0.5301010087856118,0.5222219995840364,0.5219243078578424,1
0.4324991275093325,0.48114247861139164,0.481932161431698,0.3890979979516681,0.4426888664027397,0
0.4179234904033979,0.3451833564748857,0.35727075820127563,0.43643248052545547,0.3923171089088221,1
0.6334559426684397,0.6837831492114519,0.661610354034242,0.6555309357273572,0.6580770168504949,1
0.9358022240817858,0.8672598811582197,0.8982270645004873,0.8107215929574294,0.8748931919643539,0
0.4310355788931179,0.5844000863067889,0.5196854645613779,0.6332331291328366,0.5458584857621225,1
0.451585037053829,0.6669477795289309,0.6224789758116714,0.45509510857494445,0.5422899828940736,1
0.53758875270852,0.5136084087166642,0.5173680601429576,0.48651919468216476,0.5125143618525048,1
0.6889740942235367,0.6038686933820732,0.6552776486972505,0.5694366491970742,0.6267331391360158,0
