rf_prob,svc_prob,lr_prob,vote_prob,outcome
0.5051138835362615,0.46856398599815036,0.46431586628782934,0.47929684287054286,1
0.7362764464813019,0.7357493071744612,0.7355758868180933,0.7358666415868996,1
0.42456674699339075,0.3915403143519218,0.3958168776361824,0.4039490406016564,0
0.7671276861480891,0.8017782274193288,0.7974054282620484,0.7887973892211839,0
0.6597271996475577,0.7084386233634716,0.6953226829791639,0.687862670722946,1
0.65932760775247,0.7021042346136666,0.6945676906224246,0.685364993926097,1
0.7389750913623906,0.7834105421992267,0.7852314884706872,0.769245273958608,1
0.5159668861442208,0.4593630385677772,0.46323897727513785,0.47947674952219455,0
0.24347469272188393,0.36303206294566287,0.3779371085180537,0.3282611689688676,0
0.646609676204719,0.6169605574056155,0.6160588169144857,0.6265168279586659,0
0.5654065332237037,0.5956259499060768,0.5992038445542485,0.5867739307012613,1
0.5603008596657497,0.6015889531448689,0.5998772525718328,0.5872901540502534,1
0.5269073641644401,0.5691395656347528,0.5666753308592243,0.5542755254835613,0
0.7285323930030881,0.7262570708311347,0.7224747305200945,0.7257502141591068,1
0.292378308455039,0.03516609574769753,0.033209869166049205,0.12002819223855547,0
0.2907760493188053,0.28672628824097424,0.28857152082304866,0.2886890382765526,0
0.49825372642246485,0.42724553680847827,0.4577410416227666,0.46103943280894677,1
0.669559324286866,0.6781251276732372,0.6764752388058863,0.6747261729290791,1
0.7007113287684767,0.7246385197992171,0.6988254651586785,0.708061649441931,0
0.3413415694334753,0.39348622144349077,0.3809808697468321,0.3719727633052482,1
0.45028823518398103,0.3453236415751096,0.395617165677916,0.3970197523775054,1
0.6535744373674512,0.6969733886979279,0.6466708418009139,0.6657430288887741,0
0.5656510116389247,0.5968646204890169,0.6037039913176454,0.5887714228686493,0
0.34541972651635017,0.24429492700343183,0.25677081165756205,0.2820830008545805,0
0.49472582109043245,0.43187324311238,0.4446592297113129,0.4570405060709005,0
0.7774967738181403,0.7647289333783408,0.7857470446721816,0.7759940954778104,1
0.6713645268501693,0.714949870366412,0.6968209828852633,0.6944038209224863,1
0.8344186439980336,0.8424103221028227,0.8417029166156045,0.8395170447166918,1
0.4822021028444614,0.4435005346666461,0.4454384283241366,0.4570149406437746,1
0.6952858022255682,0.7016735134573125,0.6972801874029648,0.6980823785424652,1
0.5287368976766892,0.587362465209694,0.583695784560431,0.5666464858521649,1
0.6372754759588276,0.6582400248342789,0.6632261437842683,0.652935335966624,1
0.5435017670287692,0.5987226506176416,0.5965116167845448,0.579624827115545,1
0.5207804218943459,0.5815152213106695,0.5503504402901014,0.5509133812524695,0
0.48728834235267093,0.4485122555426631,0.43002103903915795,0.45522793743461176,1
0.7392679821545189,0.7239380741504412,0.7093124549652609,0.7241497343286216,1
0.8640866657393428,0.9195619683795012,0.913428194778728,0.8990693290464147,0
0.5435048408246699,0.5857657976002012,0.5870957258796385,0.5721594804047876,1
0.6825120245960357,0.6823592273375003,0.6811224939001548,0.6819969482747228,1
0.5321339821836553,0.5994058774258623,0.5815709512246747,0.5710829320423129,1
0.7205676773842671,0.713880227845433,0.7081014030761551,0.7141734306478309,0
0.8170677462325966,0.8026679063467006,0.798350852790822,0.8060134962445552,0
0.6805902047856356,0.6758138424462742,0.6959224871756525,0.6841183035092055,1
0.7822128936274602,0.7434126809321787,0.7261248342825002,0.7505383199016045,1
0.5302331556138807,0.537849768283544,0.548089508448523,0.5387376303702843,1
0.33722407646168545,0.3149611802700124,0.31369092199005894,0.3219386609960636,0
0.28928414437251954,0.2658817458126446,0.2717610654814459,0.2756260983699479,1
0.5219820162379096,0.5,0.5338774178211515,0.5186237239621282,0
0.7915022912502349,0.7329922610595084,0.7258579612555276,0.7500622068388295,1
0.7567448213960396,0.7292458857295048,0.7226278658237809,0.7361779969298947,1
0.720731711387182,0.7128036694283235,0.7062892834983904,0.7132636489256697,1
0.41700621113110037,0.3880821095117528,0.3954999291456473,0.4001761381615307,1
0.5069346377800794,0.46239527128666685,0.46502680695674886,0.47808225587161157,0
0.7643277074064455,0.7701932476428387,0.774530641599965,0.769691855153632,1
0.4802538435982519,0.5914398400307807,0.5837204916487986,0.5518954384424588,1
0.47323291556317354,0.5886002344356829,0.5826758136089412,0.5482651874730152,1
0.6549932041458489,0.6183821997159765,0.6156338932445042,0.6296363234148548,0
0.341733345516805,0.3771885556327175,0.3766924123063235,0.3652350252673114,0
0.5345263420022234,0.5824880715735778,0.5820887324667935,0.5664088248996808,1
0.3833854386510977,0.400473177061595,0.39483677826759594,0.3929094008866377,0
0.7593730726712753,0.7974052004099109,0.7972531693748959,0.7847098572316168,1
0.548196174718982,0.5954336399163855,0.5974796714457375,0.5804119647625089,0
0.3329714548182844,0.40127518039447724,0.37727902449810236,0.37055127782093805,0
0.7947387247997177,0.830443654747904,0.8198049726037904,0.8150194042706406,1
0.29780912256044617,0.2801487121008229,0.28613207839766625,0.28801877502743345,1
0.6377506355655299,0.6287712820927148,0.6160575021203973,0.6275101405529209,1
0.5132023609853937,0.45410070814928505,0.46385794171075956,0.47700926916877645,1
0.5477927925089596,0.5823857259466171,0.6002710288497356,0.5768584390962913,1
0.5256700407132177,0.5441658219377502,0.547892875954225,0.5392613871100225,1
0.3610831408578352,0.37840372959953716,0.39209437113064044,0.3772179360291971,1
0.7911683315604411,0.7271969666761978,0.7106082670035685,0.7429247942996275,1
0.6689117260803886,0.7019543568067613,0.6945484320987647,0.6884950114115523,1
0.658211957825186,0.6772554254540153,0.6801373735429294,0.6718866283277526,1
0.5604174717492507,0.5989504720743157,0.6017005494776284,0.587057932795437,0
0.6317390842585674,0.6322972945899606,0.6175045151663515,0.6271707899147141,0
0.3145084003830502,0.2523239803341963,0.2585309204840172,0.27507164207091894,0
0.640221881128796,0.6063959067396363,0.6149053056141054,0.6204842607629246,1
0.6605657154435151,0.6817839083687,0.6938097786339747,0.6787462280925552,1
0.4727205392693911,0.40718728966246687,0.4274799799749694,0.43575310097906667,0
0.5543943285404894,0.6047973306828599,0.6002172563075449,0.5865100309970386,1
0.4937631431652505,0.4423459574271345,0.4451781982632637,0.46038665181291333,1
0.41198272157593896,0.39394497840663917,0.39438507073119455,0.40008899194683356,0
0.5451058760844865,0.5962782525847181,0.5849654257658732,0.5754863610621089,1
0.7948194653074618,0.7900957551148962,0.7869954174686601,0.790630710207467,1
0.5340850354138795,0.5240714387550269,0.5327751581996406,0.5303077825361242,0
0.5176582962281251,0.5359340870653391,0.5306896773347745,0.5281062461478354,0
0.7505026067820655,0.7944581632707131,0.7974579298683928,0.7808461819575814,1
0.3003087389469341,0.26778111789638315,0.272928234302809,0.28031477623402395,1
0.3080943641162521,0.2647972395920708,0.27065852164861187,0.28114997847513895,0
0.4389747160527506,0.40397160664445997,0.41138689755661817,0.4180858819136916,0
0.4217840643407184,0.3858411875880908,0.3953164101642937,0.40095594282694486,1
0.6528888023671975,0.6428329314389635,0.6315075685919672,0.6423934435982667,1
0.7665541025228945,0.7803891945343692,0.7748582679213797,0.7739420562082443,1
0.43872473720176985,0.4574138375869644,0.4632173858824569,0.45313869685994285,0
0.7363398536781651,0.7086331585556082,0.7095763192719177,0.7181598433323804,1
0.7261932570168258,0.7110912020202125,0.7092499753209979,0.7154972053476444,1
0.6411470554397034,0.6102341173923389,0.6166644583355478,0.6226595492229748,1
0.6492567873789684,0.6698197301027474,0.6642055862774773,0.661107984092329,0
0.32650673008893294,0.37442708250267387,0.37999008972254805,0.36035306771475784,0
0.44337459810234153,0.39556686422788523,0.3967089132504577,0.4118429833936154,0
0.4854756783208872,0.4193017023438533,0.428982003630511,0.4445359066824806,0
0.7221198756417507,0.7115362653581484,0.7220090142341309,0.7185529930163013,1
0.6346201642578609,0.6282778827468515,0.6163134645468583,0.6263902856749923,0
0.5467036696810148,0.6072604429219095,0.5835515370461107,0.5792081180596674,0
0.480041633767212,0.4254843199304047,0.42925416590350934,0.444882182739062,1
0.25681723176256965,0.20609364013988996,0.2199904051483881,0.22759938157998258,0
0.64298677306422,0.641137352844156,0.6341368506755645,0.6394140024328242,1
0.7449456220286996,0.74360229550303,0.7362115960520234,0.7415803545641777,1
0.3193012890537122,0.36433830771585174,0.36249864227229905,0.3487503599254758,0
0.8403906783732418,0.7531266825264508,0.7514421436879428,0.7815767431506593,1
0.8239518884473679,0.7624405223738083,0.7513505954791742,0.779187110397427,1
0.5074435583847798,0.4475113101475516,0.4609192641364335,0.4719153918718127,0
0.5553893326052882,0.59965360773842,0.5991284154980876,0.5847616198452009,0
0.6235439554729281,0.6169108439530644,0.6169329528170705,0.6191235429268613,1
0.760075680249053,0.7516868541992623,0.7495480206696425,0.7537615031640601,1
0.3328651374812106,0.3787213241553766,0.37840980755223236,0.3633714420210557,0
0.39948314825847386,0.39897035722892565,0.3959611886741273,0.39813575685709246,1
0.8260024967415739,0.7471192110946824,0.7385963834605426,0.7704988846003333,1
0.45502587966088903,0.42011562026702143,0.41213650297193677,0.42905716026176777,0
0.41588802782953155,0.3879521563257571,0.3955514430107284,0.3997782391008932,1
0.2720880775239338,0.12171763170827234,0.12432093769651974,0.17258090746748492,0
0.5013234746291456,0.4503320789508931,0.44735715313464536,0.46629156682305967,1
0.318357276707164,0.19683616666497858,0.1980966238529733,0.23765936397549436,0
0.6595421521594121,0.7050757476612868,0.6959861092887625,0.6869011490708513,1
0.24943710842943406,0.23640988081265046,0.24427155944392884,0.24336691931236382,0
0.5504501734875894,0.5976559005164424,0.5995536521362973,0.582595250598638,1
0.524823597864167,0.5513523807018472,0.5491547519771264,0.5417983139478143,0
0.644099805629094,0.670612935602403,0.6647061978087119,0.6598251984828496,1
0.526411064548318,0.5622768343461843,0.5504474398240945,0.5464014011269691,0
0.5238686047870871,0.530969667434758,0.5310533938597201,0.5286367383800599,0
0.524624228192913,0.533573828650262,0.5323772196409634,0.5301986720617511,0
0.4904601636276964,0.4324918565728385,0.4455257730560382,0.4561180538774279,1
0.6632156705235452,0.6894189617546593,0.6812099574146625,0.6779652599786901,1
0.660094181529131,0.6524815972968542,0.6491641353551423,0.6539044966206723,0
0.6541805186747087,0.6249313181062602,0.6162393703580411,0.6317526310687139,1
0.3011311981144223,0.2961707914584298,0.3007947875978888,0.29936443539756435,0
0.26316509399998617,0.30913050504469636,0.3150115463568893,0.29581267687927426,1
0.7589566444658293,0.9286342114315843,0.9266478243572385,0.8715579421890873,1
0.5653513480482234,0.5913562898820913,0.6005382915954218,0.5857772797561897,1
0.7527848710471251,0.7293184452253024,0.7240801206992522,0.7353706957259466,1
0.8675648806813804,0.900039664696591,0.8953368278239078,0.887671966322281,1
0.30658945189580883,0.2803446685022899,0.28644403479356145,0.2911075278621546,1
0.6428567238505919,0.6076023029881547,0.6147368034402045,0.6217063454816412,0
0.7564924523231563,0.7242261689230669,0.7239309515508929,0.7348551536673844,0
0.24845653259392833,0.1856645206193839,0.1972260706668246,0.21040267477417443,0
0.8009118985024438,0.7812622889337588,0.7753055459968518,0.7858056023702562,1
0.7509657625881955,0.7413961815596304,0.7366046880169664,0.7429773854468181,0
0.5583751746601228,0.6048237374946472,0.6007570269671687,0.5880226404934547,0
0.5614339536988278,0.5983520165301235,0.6002383583724945,0.5867079013119487,1
0.7352692463910491,0.7258051257505391,0.7095085705197277,0.723508477133334,1
0.5532058645895852,0.5812619029428548,0.5839588254592711,0.5728348910767591,1
0.31244858130244685,0.35848947370269296,0.3621953242533743,0.344420017695461,1
0.5365982582088727,0.5378952943903964,0.5486365537844424,0.5410517414825514,1
0.6489562096269254,0.6105207162113958,0.6160041798148502,0.6251309111605003,0
0.5236428125448988,0.5944143634394414,0.5996003640217726,0.5726170740054956,1
0.8055263272418158,0.7216698700271907,0.7242803338861296,0.7504215923296542,1
0.4170102603854388,0.4009174321632482,0.396223590236608,0.40470004030016565,0
0.800923298660779,0.7285738961537644,0.7243455458643415,0.7512156382992421,0
0.6224369041925537,0.6583846715353675,0.6491953663106315,0.643363789185395,0
0.316869837415414,0.35317300331596463,0.3605357922329863,0.3435625038851318,0
0.5586890233489105,0.6043447498994194,0.599622348969246,0.587588241375137,1
0.41061465101075917,0.38835289535077233,0.3937571833472531,0.39755935301996964,0
0.858101589414215,0.8548287788360359,0.8491598939216132,0.854023435510499,1
0.7290881856958618,0.7230645095148465,0.7223059736797897,0.7248138470935148,1
0.5281672999390024,0.5710468205261138,0.5662615861360547,0.5551923318850405,1
0.23022179715414168,0.1417835487689362,0.14910544651892763,0.1736322414658417,0
0.7740515877484927,0.7551344434783184,0.7501847478212728,0.759770596247689,1
0.636395481296177,0.6237303104012196,0.6171603924762433,0.6257466977286357,1
0.38859082733653655,0.38266998759864457,0.39344082033747324,0.38823604382370197,1
0.8620711739583038,0.8791285192137207,0.8736891108478544,0.8716406443739526,1
0.6398339765598159,0.6785816462372274,0.6650824285736151,0.6611903307392614,1
0.8228047498189489,0.8701561300446334,0.857769404683987,0.850275915969286,1
0.4234834656458938,0.3952996083749547,0.3954132200754509,0.4047078589870139,1
0.5540082283435633,0.601936666094448,0.599760533167143,0.5852750234806132,0
0.5550668806008726,0.5985880757332507,0.6008667715617039,0.5848796629231122,0
0.6449890128573134,0.6195760687064298,0.6172079203706419,0.6272341429323955,1
0.3081347277785418,0.2589125233104275,0.2588085191078934,0.275242719786934,1
